task_id	batch	family	semantic_subtasks	instruction	goal_atom	source_task	physical_group	successes	episodes	success_rate_percent	success_episode_indices	manual_review	comparison_png	video_directory
UCOMP_049	exact_LBCM_20	exact_success_layout_pudding_right_other_first	2	Put the chocolate pudding to the right of the plate, and then put the salad dressing in the basket.	on(chocolate_pudding_1,living_room_table_lm_pudding_right_region); in(salad_dressing_1, basket_1_contain_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;pick_up_the_salad_dressing_and_place_it_in_the_basket	exact_success_layout__pudding_right__salad_dressing_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_049.png	not_published_for_zero_success_task
UCOMP_050	exact_LBCM_20	exact_success_layout_pudding_right_basket_first	2	Put the butter in the basket, and then put the chocolate pudding to the right of the plate.	in(butter_1, basket_1_contain_region); on(chocolate_pudding_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	exact_success_layout__pudding_right__butter_1	3	5	60.0	0,2,3	pass	assets/comparison_png/UCOMP_050.png	assets/success_reels/UCOMP_050.mp4
UCOMP_051	exact_LBCM_20	exact_success_layout_pudding_right_other_first	2	Put the chocolate pudding to the right of the plate, and then put the butter in the basket.	on(chocolate_pudding_1,living_room_table_lm_pudding_right_region); in(butter_1, basket_1_contain_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;pick_up_the_butter_and_place_it_in_the_basket	exact_success_layout__pudding_right__butter_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_051.png	not_published_for_zero_success_task
UCOMP_052	exact_LBCM_20	exact_success_layout_pudding_right_basket_first	2	Put the tomato sauce in the basket, and then put the chocolate pudding to the right of the plate.	in(tomato_sauce_1, basket_1_contain_region); on(chocolate_pudding_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	exact_success_layout__pudding_right__tomato_sauce_1	1	5	20.0	4	pass	assets/comparison_png/UCOMP_052.png	assets/success_reels/UCOMP_052.mp4
UCOMP_053	exact_LBCM_20	exact_success_layout_pudding_right_other_first	2	Put the chocolate pudding to the right of the plate, and then put the tomato sauce in the basket.	on(chocolate_pudding_1,living_room_table_lm_pudding_right_region); in(tomato_sauce_1, basket_1_contain_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;pick_up_the_tomato_sauce_and_place_it_in_the_basket	exact_success_layout__pudding_right__tomato_sauce_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_053.png	not_published_for_zero_success_task
UCOMP_054	exact_LBCM_20	exact_success_layout_white_mug_basket_first	2	Put the ketchup in the basket, and then put the white mug on the plate.	in(ketchup_1, basket_1_contain_region); on(porcelain_mug_1,plate_3)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	exact_success_layout__white_mug__ketchup_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_054.png	not_published_for_zero_success_task
UCOMP_055	exact_LBCM_20	exact_success_layout_white_mug_other_first	2	Put the white mug on the plate, and then put the ketchup in the basket.	on(porcelain_mug_1,plate_3); in(ketchup_1, basket_1_contain_region)	LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	exact_success_layout__white_mug__ketchup_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_055.png	not_published_for_zero_success_task
UCOMP_056	exact_LBCM_20	exact_success_layout_white_mug_basket_first	2	Put the milk in the basket, and then put the white mug on the plate.	in(milk_1, basket_1_contain_region); on(porcelain_mug_1,plate_3)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	exact_success_layout__white_mug__milk_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_056.png	not_published_for_zero_success_task
UCOMP_057	exact_LBCM_20	exact_success_layout_white_mug_other_first	2	Put the white mug on the plate, and then put the milk in the basket.	on(porcelain_mug_1,plate_3); in(milk_1, basket_1_contain_region)	LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket	exact_success_layout__white_mug__milk_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_057.png	not_published_for_zero_success_task
UCOMP_058	exact_LBCM_20	exact_success_layout_white_mug_basket_first	2	Put the salad dressing in the basket, and then put the white mug on the plate.	in(salad_dressing_1, basket_1_contain_region); on(porcelain_mug_1,plate_3)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	exact_success_layout__white_mug__salad_dressing_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_058.png	not_published_for_zero_success_task
UCOMP_059	exact_LBCM_20	exact_success_layout_white_mug_other_first	2	Put the white mug on the plate, and then put the salad dressing in the basket.	on(porcelain_mug_1,plate_3); in(salad_dressing_1, basket_1_contain_region)	LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	exact_success_layout__white_mug__salad_dressing_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_059.png	not_published_for_zero_success_task
UCOMP_060	exact_LBCM_20	exact_success_layout_white_mug_basket_first	2	Put the butter in the basket, and then put the white mug on the plate.	in(butter_1, basket_1_contain_region); on(porcelain_mug_1,plate_3)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	exact_success_layout__white_mug__butter_1	1	5	20.0	1	pass	assets/comparison_png/UCOMP_060.png	assets/success_reels/UCOMP_060.mp4
UCOMP_061	exact_LBCM_20	exact_success_layout_white_mug_other_first	2	Put the white mug on the plate, and then put the butter in the basket.	on(porcelain_mug_1,plate_3); in(butter_1, basket_1_contain_region)	LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket	exact_success_layout__white_mug__butter_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_061.png	not_published_for_zero_success_task
UCOMP_062	exact_LBCM_20	exact_success_layout_white_mug_basket_first	2	Put the alphabet soup in the basket, and then put the white mug on the plate.	in(alphabet_soup_1, basket_1_contain_region); on(porcelain_mug_1,plate_3)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	exact_success_layout__white_mug__alphabet_soup_1	3	5	60.0	2,3,4	pass	assets/comparison_png/UCOMP_062.png	assets/success_reels/UCOMP_062.mp4
UCOMP_063	exact_LBCM_20	exact_success_layout_white_mug_other_first	2	Put the white mug on the plate, and then put the alphabet soup in the basket.	on(porcelain_mug_1,plate_3); in(alphabet_soup_1, basket_1_contain_region)	LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket	exact_success_layout__white_mug__alphabet_soup_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_063.png	not_published_for_zero_success_task
UCOMP_064	right_object_8	ketchup_basket_then_right_identity	2	Put the ketchup in the basket, and then put the butter to the right of the plate.	in(ketchup_1, basket_1_contain_region); on(butter_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket	ucomp044_exact_geometry__right__butter_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_064.png	not_published_for_zero_success_task
UCOMP_065	right_object_8	ketchup_basket_then_right_identity	2	Put the ketchup in the basket, and then put the cream cheese box to the right of the plate.	in(ketchup_1, basket_1_contain_region); on(cream_cheese_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket	ucomp044_exact_geometry__right__cream_cheese_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_065.png	not_published_for_zero_success_task
UCOMP_066	right_object_8	ketchup_basket_then_right_identity	2	Put the ketchup in the basket, and then put the bbq sauce to the right of the plate.	in(ketchup_1, basket_1_contain_region); on(bbq_sauce_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket	ucomp044_exact_geometry__right__bbq_sauce_1	1	5	20.0	0	pass	assets/comparison_png/UCOMP_066.png	assets/success_reels/UCOMP_066.mp4
UCOMP_067	right_object_8	ketchup_basket_then_right_identity	2	Put the ketchup in the basket, and then put the tomato sauce to the right of the plate.	in(ketchup_1, basket_1_contain_region); on(tomato_sauce_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	ucomp044_exact_geometry__right__tomato_sauce_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_067.png	not_published_for_zero_success_task
UCOMP_068	right_object_8	ketchup_basket_then_right_identity	2	Put the ketchup in the basket, and then put the alphabet soup to the right of the plate.	in(ketchup_1, basket_1_contain_region); on(alphabet_soup_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket	ucomp044_exact_geometry__right__alphabet_soup_1	1	5	20.0	4	pass	assets/comparison_png/UCOMP_068.png	assets/success_reels/UCOMP_068.mp4
UCOMP_069	right_object_8	ketchup_basket_then_right_identity	2	Put the ketchup in the basket, and then put the orange juice to the right of the plate.	in(ketchup_1, basket_1_contain_region); on(orange_juice_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket	ucomp044_exact_geometry__right__orange_juice_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_069.png	not_published_for_zero_success_task
UCOMP_070	right_object_8	ketchup_basket_then_right_identity	2	Put the ketchup in the basket, and then put the milk to the right of the plate.	in(ketchup_1, basket_1_contain_region); on(milk_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket	ucomp044_exact_geometry__right__milk_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_070.png	not_published_for_zero_success_task
UCOMP_071	right_object_8	ketchup_basket_then_right_identity	2	Put the ketchup in the basket, and then put the salad dressing to the right of the plate.	in(ketchup_1, basket_1_contain_region); on(salad_dressing_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	ucomp044_exact_geometry__right__salad_dressing_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_071.png	not_published_for_zero_success_task
