task_id	family	instruction	source_suite	source_task_id	source_task	original_instruction	goal_atom	evidence_notes	gpu	successes	episodes	success_rate_percent	success_videos	skill_source_ids	skill_source_instructions	scene_source_id	scene_source_instruction	object_source_ids	all_evidence_source_ids	review_status	cross_category_exact_overlaps	instruction_review_status	proposed_task_only_instruction
ADAPT_043	A2_spatial_source_to_drawer_sibling	Pick up the black bowl next to the plate and put it in the middle drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_middle_region)		2	0	5	0.0	0	LIBERO_GOAL_04,LIBERO_GOAL_01	Open the top layer of the drawer and put the bowl inside || Open the middle layer of the drawer	LIBERO_SPATIAL_09	Pick the akita black bowl next to the plate and place it on the plate		LIBERO_GOAL_04,LIBERO_GOAL_01,LIBERO_SPATIAL_09	ELIGIBLE		PASS	Pick up the black bowl next to the plate and put it in the middle drawer of the wooden cabinet.
ADAPT_044	A2_spatial_source_to_drawer_sibling	Pick up the black bowl next to the plate and put it in the bottom drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_bottom_region)		3	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_09	Pick the akita black bowl next to the plate and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_09	ELIGIBLE		PASS	Pick up the black bowl next to the plate and put it in the bottom drawer of the wooden cabinet.
ADAPT_045	A2_spatial_context_drawer_action	Open the top drawer while the black bowl starts on the cookies box.	libero_spatial	10	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl on the cookies box and place it on the plate	open(wooden_cabinet_1_top_region)		2	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_04	Pick the akita black bowl on the cookies box and place it on the plate		LIBERO_GOAL_04,LIBERO_SPATIAL_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the top drawer.
ADAPT_046	A2_spatial_context_drawer_action	Open the middle drawer while the black bowl starts on the cookies box.	libero_spatial	10	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl on the cookies box and place it on the plate	open(wooden_cabinet_1_middle_region)		3	0	5	0.0	0	LIBERO_GOAL_01	Open the middle layer of the drawer	LIBERO_SPATIAL_04	Pick the akita black bowl on the cookies box and place it on the plate		LIBERO_GOAL_01,LIBERO_SPATIAL_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the middle drawer.
ADAPT_047	A2_spatial_context_drawer_action	Open the bottom drawer while the black bowl starts on the cookies box.	libero_spatial	10	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl on the cookies box and place it on the plate	open(wooden_cabinet_1_bottom_region)		2	0	5	0.0	0	LIBERO_GOAL_01,LIBERO_GOAL_04	Open the middle layer of the drawer || Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_04	Pick the akita black bowl on the cookies box and place it on the plate		LIBERO_GOAL_01,LIBERO_GOAL_04,LIBERO_SPATIAL_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the bottom drawer.
ADAPT_048	A2_spatial_context_drawer_action	Close the top drawer while the black bowl starts on the cookies box.	libero_spatial	108	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl on the cookies box and place it on the plate	close(wooden_cabinet_1_top_region)		3	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_04	Pick the akita black bowl on the cookies box and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Close the top drawer.
ADAPT_049	A2_spatial_context_drawer_action	Close the middle drawer while the black bowl starts on the cookies box.	libero_spatial	108	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl on the cookies box and place it on the plate	close(wooden_cabinet_1_middle_region)		2	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_04	Pick the akita black bowl on the cookies box and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Close the middle drawer.
ADAPT_050	A2_spatial_context_drawer_action	Close the bottom drawer while the black bowl starts on the cookies box.	libero_spatial	108	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl on the cookies box and place it on the plate	close(wooden_cabinet_1_bottom_region)		3	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_04	Pick the akita black bowl on the cookies box and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Close the bottom drawer.
ADAPT_051	A2_spatial_context_drawer_action	Open the top drawer while the black bowl starts on the stove.	libero_spatial	10	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	open(wooden_cabinet_1_top_region)		2	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_08	Pick the akita black bowl on the stove and place it on the plate		LIBERO_GOAL_04,LIBERO_SPATIAL_08	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the top drawer.
ADAPT_052	A2_spatial_context_drawer_action	Open the middle drawer while the black bowl starts on the stove.	libero_spatial	10	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	open(wooden_cabinet_1_middle_region)		3	0	5	0.0	0	LIBERO_GOAL_01	Open the middle layer of the drawer	LIBERO_SPATIAL_08	Pick the akita black bowl on the stove and place it on the plate		LIBERO_GOAL_01,LIBERO_SPATIAL_08	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the middle drawer.
ADAPT_053	A2_spatial_context_drawer_action	Open the bottom drawer while the black bowl starts on the stove.	libero_spatial	10	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	open(wooden_cabinet_1_bottom_region)		2	0	5	0.0	0	LIBERO_GOAL_01,LIBERO_GOAL_04	Open the middle layer of the drawer || Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_08	Pick the akita black bowl on the stove and place it on the plate		LIBERO_GOAL_01,LIBERO_GOAL_04,LIBERO_SPATIAL_08	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the bottom drawer.
ADAPT_054	A2_spatial_context_drawer_action	Close the top drawer while the black bowl starts on the stove.	libero_spatial	108	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	close(wooden_cabinet_1_top_region)		3	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_08	Pick the akita black bowl on the stove and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_08	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Close the top drawer.
ADAPT_055	A2_spatial_context_drawer_action	Close the middle drawer while the black bowl starts on the stove.	libero_spatial	108	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	close(wooden_cabinet_1_middle_region)		2	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_08	Pick the akita black bowl on the stove and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_08	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Close the middle drawer.
ADAPT_056	A2_spatial_context_drawer_action	Close the bottom drawer while the black bowl starts on the stove.	libero_spatial	108	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	close(wooden_cabinet_1_bottom_region)		3	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_08	Pick the akita black bowl on the stove and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_08	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Close the bottom drawer.
ADAPT_057	A2_spatial_context_drawer_action	Open the top drawer while the black bowl starts on top of the wooden cabinet.	libero_spatial	10	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	open(wooden_cabinet_1_top_region)		2	2	5	40.0	2	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_10	Pick the akita black bowl on the wooden cabinet and place it on the plate		LIBERO_GOAL_04,LIBERO_SPATIAL_10	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the top drawer.
ADAPT_058	A2_spatial_context_drawer_action	Open the middle drawer while the black bowl starts on top of the wooden cabinet.	libero_spatial	10	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	open(wooden_cabinet_1_middle_region)		3	0	5	0.0	0	LIBERO_GOAL_01	Open the middle layer of the drawer	LIBERO_SPATIAL_10	Pick the akita black bowl on the wooden cabinet and place it on the plate		LIBERO_GOAL_01,LIBERO_SPATIAL_10	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the middle drawer.
ADAPT_059	A2_spatial_context_drawer_action	Open the bottom drawer while the black bowl starts on top of the wooden cabinet.	libero_spatial	10	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	open(wooden_cabinet_1_bottom_region)		2	0	5	0.0	0	LIBERO_GOAL_01,LIBERO_GOAL_04	Open the middle layer of the drawer || Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_10	Pick the akita black bowl on the wooden cabinet and place it on the plate		LIBERO_GOAL_01,LIBERO_GOAL_04,LIBERO_SPATIAL_10	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the bottom drawer.
ADAPT_060	A2_spatial_context_drawer_action	Close the top drawer while the black bowl starts on top of the wooden cabinet.	libero_spatial	108	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	close(wooden_cabinet_1_top_region)		3	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_10	Pick the akita black bowl on the wooden cabinet and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_10	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Close the top drawer.
ADAPT_061	A2_spatial_context_drawer_action	Close the middle drawer while the black bowl starts on top of the wooden cabinet.	libero_spatial	108	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	close(wooden_cabinet_1_middle_region)		2	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_10	Pick the akita black bowl on the wooden cabinet and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_10	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Close the middle drawer.
ADAPT_062	A2_spatial_context_drawer_action	Close the bottom drawer while the black bowl starts on top of the wooden cabinet.	libero_spatial	108	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	close(wooden_cabinet_1_bottom_region)		3	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_10	Pick the akita black bowl on the wooden cabinet and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_10	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Close the bottom drawer.
ADAPT_063	A3_libero10_scene4_learned_destination	Put the black bowl on the wine rack in the LIBERO-10 Scene 4 layout.	libero_10	1	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	on(akita_black_bowl_1, wine_rack_1_top_region)		2	0	5	0.0	0	LIBERO_GOAL_10	Put the wine bottle on the rack	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_GOAL_10,LIBERO_10_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the black bowl on the wine rack.
ADAPT_064	A3_libero10_scene4_learned_destination	Put the black bowl on the top of the white cabinet in the LIBERO-10 Scene 4 layout.	libero_10	1	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	on(akita_black_bowl_1, white_cabinet_1_top_side)		3	0	5	0.0	0	LIBERO_GOAL_05	Put the bowl on the top of the drawer	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_GOAL_05,LIBERO_10_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the black bowl on the top of the white cabinet.
ADAPT_065	A3_libero10_scene4_learned_destination	Put the wine bottle on the wine rack in the LIBERO-10 Scene 4 layout.	libero_10	5	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	on(wine_bottle_1, wine_rack_1_top_region)		2	0	5	0.0	0	LIBERO_GOAL_10	Put the wine bottle on the rack	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_GOAL_10,LIBERO_10_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the wine bottle on the wine rack.
ADAPT_066	A3_libero10_scene4_learned_destination	Put the wine bottle on the top of the white cabinet in the LIBERO-10 Scene 4 layout.	libero_10	5	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	on(wine_bottle_1, white_cabinet_1_top_side)		3	0	5	0.0	0	LIBERO_GOAL_03	Put the wine bottle on the top of the drawer	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_GOAL_03,LIBERO_10_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the wine bottle on the top of the white cabinet.
ADAPT_067	A3_libero10_scene4_object_drawer	Put the black bowl in the top drawer of the white cabinet in Scene 4.	libero_10	1	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(akita_black_bowl_1, white_cabinet_1_top_region)		2	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_GOAL_04,LIBERO_10_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the black bowl in the top drawer of the white cabinet.
ADAPT_068	A3_libero10_scene4_object_drawer	Put the black bowl in the middle drawer of the white cabinet in Scene 4.	libero_10	1	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(akita_black_bowl_1, white_cabinet_1_middle_region)		3	5	5	100.0	5	LIBERO_GOAL_04,LIBERO_GOAL_01	Open the top layer of the drawer and put the bowl inside || Open the middle layer of the drawer	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_GOAL_04,LIBERO_GOAL_01,LIBERO_10_04	ELIGIBLE	Older LiberoExReFinal60 exact BDDL: ula3_041__put_the_black_bowl_in_the_middle_drawer_of_the_cabinet	REWRITE_AND_REEVALUATE_IF_SELECTED	Put the black bowl in the middle drawer of the white cabinet.
ADAPT_069	A3_libero10_scene4_object_drawer	Put the wine bottle in the top drawer of the white cabinet in Scene 4.	libero_10	5	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(wine_bottle_1, white_cabinet_1_top_region)		2	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_GOAL_03	LIBERO_GOAL_04,LIBERO_10_04,LIBERO_GOAL_03	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the wine bottle in the top drawer of the white cabinet.
ADAPT_070	A3_libero10_scene4_object_drawer	Put the wine bottle in the middle drawer of the white cabinet in Scene 4.	libero_10	5	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(wine_bottle_1, white_cabinet_1_middle_region)		3	0	5	0.0	0	LIBERO_GOAL_04,LIBERO_GOAL_01	Open the top layer of the drawer and put the bowl inside || Open the middle layer of the drawer	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_GOAL_03	LIBERO_GOAL_04,LIBERO_GOAL_01,LIBERO_10_04,LIBERO_GOAL_03	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the wine bottle in the middle drawer of the white cabinet.
ADAPT_071	A3_libero10_scene4_object_drawer	Put the wine bottle in the bottom drawer of the white cabinet in Scene 4.	libero_10	5	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(wine_bottle_1, white_cabinet_1_bottom_region)		2	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_GOAL_03	LIBERO_10_04,LIBERO_GOAL_03	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the wine bottle in the bottom drawer of the white cabinet.
ADAPT_072	A3_libero10_scene4_atomic_drawer_action	Open the top drawer of the white cabinet in the complete Scene 4 layout.	libero_10	10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	open(white_cabinet_1_top_region)		3	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_GOAL_04,LIBERO_10_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the top drawer of the white cabinet.
ADAPT_073	A3_libero10_scene4_atomic_drawer_action	Open the middle drawer of the white cabinet in the complete Scene 4 layout.	libero_10	10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	open(white_cabinet_1_middle_region)		2	0	5	0.0	0	LIBERO_GOAL_01	Open the middle layer of the drawer	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_GOAL_01,LIBERO_10_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the middle drawer of the white cabinet.
ADAPT_074	A3_libero10_scene4_atomic_drawer_action	Open the bottom drawer of the white cabinet in the complete Scene 4 layout.	libero_10	10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	open(white_cabinet_1_bottom_region)		3	0	5	0.0	0	LIBERO_GOAL_01,LIBERO_GOAL_04	Open the middle layer of the drawer || Open the top layer of the drawer and put the bowl inside	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_GOAL_01,LIBERO_GOAL_04,LIBERO_10_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Open the bottom drawer of the white cabinet.
ADAPT_075	A3_libero10_scene4_atomic_drawer_action	Close the top drawer of the white cabinet in the complete Scene 4 layout.	libero_10	108	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	close(white_cabinet_1_top_region)		2	5	5	100.0	5	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_10_04	ELIGIBLE	Older LiberoExReFinal60 exact BDDL: ula3_044__close_the_top_drawer_of_the_cabinet	REWRITE_AND_REEVALUATE_IF_SELECTED	Close the top drawer of the white cabinet.
ADAPT_076	A3_libero10_scene4_atomic_drawer_action	Close the middle drawer of the white cabinet in the complete Scene 4 layout.	libero_10	108	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	close(white_cabinet_1_middle_region)		3	3	5	60.0	3	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_10_04	ELIGIBLE	Older LiberoExReFinal60 exact BDDL: ula3_042__close_the_middle_drawer_of_the_cabinet	REWRITE_AND_REEVALUATE_IF_SELECTED	Close the middle drawer of the white cabinet.
ADAPT_077	A3_libero10_scene4_atomic_drawer_action	Close the bottom drawer of the white cabinet in the complete Scene 4 layout.	libero_10	108	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	close(white_cabinet_1_bottom_region)	Previously defined in the 185-task screen as ANLGX_175; rerun here for the unified Adapt screen.	2	1	5	20.0	1	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it		LIBERO_10_04	EXCLUDE_EXACT_DECOMPOSITION_OVERLAP	Final Decomposition20 exact BDDL: tdl10_016__close_the_bottom_drawer_of_the_cabinet || Older LiberoExReFinal60 exact BDDL: tdl10_016__close_the_bottom_drawer_of_the_cabinet || Original LIBERO-40 strict-goal-subset category: KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	REWRITE_AND_REEVALUATE_IF_SELECTED	Close the bottom drawer of the white cabinet.
ADAPT_078	A3_libero10_scene4_package_drawer	Put the cream cheese in the top drawer of the white cabinet in Scene 4.	libero_10	302	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(cream_cheese_1, white_cabinet_1_top_region)	Object-grasp evidence: original LIBERO-Object task 302.	3	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_OBJECT_02	LIBERO_GOAL_04,LIBERO_10_04,LIBERO_OBJECT_02	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the cream cheese in the top drawer of the white cabinet.
ADAPT_079	A3_libero10_scene4_package_drawer	Put the cream cheese in the middle drawer of the white cabinet in Scene 4.	libero_10	302	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(cream_cheese_1, white_cabinet_1_middle_region)	Object-grasp evidence: original LIBERO-Object task 302.	2	0	5	0.0	0	LIBERO_GOAL_04,LIBERO_GOAL_01	Open the top layer of the drawer and put the bowl inside || Open the middle layer of the drawer	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_OBJECT_02	LIBERO_GOAL_04,LIBERO_GOAL_01,LIBERO_10_04,LIBERO_OBJECT_02	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the cream cheese in the middle drawer of the white cabinet.
ADAPT_080	A3_libero10_scene4_package_drawer	Put the cream cheese in the bottom drawer of the white cabinet in Scene 4.	libero_10	302	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(cream_cheese_1, white_cabinet_1_bottom_region)	Object-grasp evidence: original LIBERO-Object task 302.	3	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_OBJECT_02	LIBERO_10_04,LIBERO_OBJECT_02	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the cream cheese in the bottom drawer of the white cabinet.
ADAPT_081	A3_libero10_scene4_package_drawer	Put the butter in the top drawer of the white cabinet in Scene 4.	libero_10	307	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(butter_1, white_cabinet_1_top_region)	Object-grasp evidence: original LIBERO-Object task 307.	2	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_OBJECT_07	LIBERO_GOAL_04,LIBERO_10_04,LIBERO_OBJECT_07	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the butter in the top drawer of the white cabinet.
ADAPT_082	A3_libero10_scene4_package_drawer	Put the butter in the middle drawer of the white cabinet in Scene 4.	libero_10	307	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(butter_1, white_cabinet_1_middle_region)	Object-grasp evidence: original LIBERO-Object task 307.	3	0	5	0.0	0	LIBERO_GOAL_04,LIBERO_GOAL_01	Open the top layer of the drawer and put the bowl inside || Open the middle layer of the drawer	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_OBJECT_07	LIBERO_GOAL_04,LIBERO_GOAL_01,LIBERO_10_04,LIBERO_OBJECT_07	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the butter in the middle drawer of the white cabinet.
ADAPT_083	A3_libero10_scene4_package_drawer	Put the butter in the bottom drawer of the white cabinet in Scene 4.	libero_10	307	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(butter_1, white_cabinet_1_bottom_region)	Object-grasp evidence: original LIBERO-Object task 307.	2	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_OBJECT_07	LIBERO_10_04,LIBERO_OBJECT_07	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Put the butter in the bottom drawer of the white cabinet.
