task_id	suite	suite_index	instruction	problem	fixtures	objects	goal_atoms	physical_goal_signature	physical_scene_signature	asset_composition_signature	source_bddl	source_bddl_sha256
LIBERO_90_32	libero_90	32	put the black bowl on top of the cabinet	libero_kitchen_tabletop_manipulation	"{""kitchen_table"": ""kitchen_table"", ""white_cabinet_1"": ""white_cabinet""}"	"{""akita_black_bowl_1"": ""akita_black_bowl"", ""ketchup_1"": ""ketchup"", ""plate_1"": ""plate""}"	"[[""on"", ""akita_black_bowl_1"", ""white_cabinet_1_top_side""]]"	7e249e9ec2fc4f462390ee60f2b073d32e42e6a09120493a595720b574756f03	ac7a32d1cc9739dd2140d8592918178a13b7572537aa94ef2225ef040bc763d3	ca9dcc822c8573ab07ea2713569d77e0ceceb27bc2d7c2c57095010ce99e5c96	libero/bddl_files/libero_90/KITCHEN_SCENE5_put_the_black_bowl_on_top_of_the_cabinet.bddl	c43bc716d0015fd88243bd979290cf7509e1fa1ab9c5c4482329eb34b69220b0
LIBERO_90_33	libero_90	33	put the ketchup in the top drawer of the cabinet	libero_kitchen_tabletop_manipulation	"{""kitchen_table"": ""kitchen_table"", ""white_cabinet_1"": ""white_cabinet""}"	"{""akita_black_bowl_1"": ""akita_black_bowl"", ""ketchup_1"": ""ketchup"", ""plate_1"": ""plate""}"	"[[""in"", ""ketchup_1"", ""white_cabinet_1_top_region""]]"	75f7915e661461c7c3b3cfef2ed6b4eeba60c91ff0b1ba565a078c2868c5da2b	ac7a32d1cc9739dd2140d8592918178a13b7572537aa94ef2225ef040bc763d3	ca9dcc822c8573ab07ea2713569d77e0ceceb27bc2d7c2c57095010ce99e5c96	libero/bddl_files/libero_90/KITCHEN_SCENE5_put_the_ketchup_in_the_top_drawer_of_the_cabinet.bddl	6ac925726b1963919995df27483c5e5ba72877b5de52f7e40c6c47ce382d0a1c
LIBERO_90_34	libero_90	34	close the microwave	libero_kitchen_tabletop_manipulation	"{""kitchen_table"": ""kitchen_table"", ""microwave_1"": ""microwave""}"	"{""porcelain_mug_1"": ""porcelain_mug"", ""white_yellow_mug_1"": ""white_yellow_mug""}"	"[[""close"", ""microwave_1""]]"	97a00882bb25dc04315437fdd568d4ac4e47cde0a4dd5b29b1ae16b57599f762	5145711540cc06179075f50b860788ae51fccd987a51e961bf5d7d1380e4949c	190126982d6a407e856c1df37a5ff90f157072d26682204c4279de01bde50525	libero/bddl_files/libero_90/KITCHEN_SCENE6_close_the_microwave.bddl	97df87deffb264990bcb06b877deaace02d296c01de7cc5c312c7bfc30da3b00
LIBERO_90_35	libero_90	35	put the yellow and white mug to the front of the white mug	libero_kitchen_tabletop_manipulation	"{""kitchen_table"": ""kitchen_table"", ""microwave_1"": ""microwave""}"	"{""porcelain_mug_1"": ""porcelain_mug"", ""white_yellow_mug_1"": ""white_yellow_mug""}"	"[[""on"", ""white_yellow_mug_1"", ""kitchen_table_porcelain_mug_front_region""]]"	1237bf1bd371d53336b84b4cfb8600983b1521bdc4f3153b570da4abebf6c28d	5145711540cc06179075f50b860788ae51fccd987a51e961bf5d7d1380e4949c	190126982d6a407e856c1df37a5ff90f157072d26682204c4279de01bde50525	libero/bddl_files/libero_90/KITCHEN_SCENE6_put_the_yellow_and_white_mug_to_the_front_of_the_white_mug.bddl	d766b419c796848db2c93b46b9388770d8a2597730623ccab02a37853a6538d6
LIBERO_90_36	libero_90	36	open the microwave	libero_kitchen_tabletop_manipulation	"{""kitchen_table"": ""kitchen_table"", ""microwave_1"": ""microwave""}"	"{""plate_1"": ""plate"", ""white_bowl_1"": ""white_bowl""}"	"[[""open"", ""microwave_1""]]"	4fdbd306807e81cda2c908ca3655b3950c115f0216d9a5c91b49b3577bf5ea88	9a5c9c415ebaed7d23859d898b90c69d8be0c0acd96d2dbd91b8bf2c756d6e06	8c81bbd46046872f5260fcdab437ebb01fa250791a6b553127abe3a3f9c07425	libero/bddl_files/libero_90/KITCHEN_SCENE7_open_the_microwave.bddl	af12c019cde75245f2d301c2519dca670818f6827ad412853777ec9389874f2f
LIBERO_90_37	libero_90	37	put the white bowl on the plate	libero_kitchen_tabletop_manipulation	"{""kitchen_table"": ""kitchen_table"", ""microwave_1"": ""microwave""}"	"{""plate_1"": ""plate"", ""white_bowl_1"": ""white_bowl""}"	"[[""on"", ""white_bowl_1"", ""plate_1""]]"	47a0c7e8887cf0769bfb8dbfb1326380d77afca3fe32c16adcefc7825006baa5	9a5c9c415ebaed7d23859d898b90c69d8be0c0acd96d2dbd91b8bf2c756d6e06	8c81bbd46046872f5260fcdab437ebb01fa250791a6b553127abe3a3f9c07425	libero/bddl_files/libero_90/KITCHEN_SCENE7_put_the_white_bowl_on_the_plate.bddl	dc9b9db1cfc513b0ce88fa40c0406ccb6b4dbf42543404b88319e94f0f34c6ee
LIBERO_90_38	libero_90	38	put the white bowl to the right of the plate	libero_kitchen_tabletop_manipulation	"{""kitchen_table"": ""kitchen_table"", ""microwave_1"": ""microwave""}"	"{""plate_1"": ""plate"", ""white_bowl_1"": ""white_bowl""}"	"[[""on"", ""white_bowl_1"", ""kitchen_table_plate_right_region""]]"	7ac0c6f3d03a157ce7982bda0ae94bd58a1765bbaa81fc5790904184c1226387	9a5c9c415ebaed7d23859d898b90c69d8be0c0acd96d2dbd91b8bf2c756d6e06	8c81bbd46046872f5260fcdab437ebb01fa250791a6b553127abe3a3f9c07425	libero/bddl_files/libero_90/KITCHEN_SCENE7_put_the_white_bowl_to_the_right_of_the_plate.bddl	ab81d511d4ea256154fa759b9e09e10c5209642a1048c44996a09cb0daea6296
LIBERO_90_39	libero_90	39	put the right moka pot on the stove	libero_kitchen_tabletop_manipulation	"{""flat_stove_1"": ""flat_stove"", ""kitchen_table"": ""kitchen_table""}"	"{""moka_pot_1"": ""moka_pot"", ""moka_pot_2"": ""moka_pot""}"	"[[""on"", ""moka_pot_1"", ""flat_stove_1_cook_region""], [""turnon"", ""flat_stove_1""]]"	8fc077cd0effc301ceaf6e5405d5fdd703c2fdf76796db000d29e6ef64d4bcb0	4f388f5cea9163a1834c74a666ec2f5502f31437beef22c0c05256479d49ffde	a1e91883ebdd96d82aa35ef7427c4e573650d3d9de4b2e32465be3cc8f8adab6	libero/bddl_files/libero_90/KITCHEN_SCENE8_put_the_right_moka_pot_on_the_stove.bddl	e301f416142994ebfb993f2da8d623dc48e68c74a3a9aae10ea29fc8f6c8858c
LIBERO_90_40	libero_90	40	turn off the stove	libero_kitchen_tabletop_manipulation	"{""flat_stove_1"": ""flat_stove"", ""kitchen_table"": ""kitchen_table""}"	"{""moka_pot_1"": ""moka_pot"", ""moka_pot_2"": ""moka_pot""}"	"[[""turnoff"", ""flat_stove_1""]]"	31b671d3f0f9e7f6bbbc013b671a3f24e11871ed6ac36f06c574fc492457b476	4f388f5cea9163a1834c74a666ec2f5502f31437beef22c0c05256479d49ffde	a1e91883ebdd96d82aa35ef7427c4e573650d3d9de4b2e32465be3cc8f8adab6	libero/bddl_files/libero_90/KITCHEN_SCENE8_turn_off_the_stove.bddl	f8853af24d192d8416cba268ad3b95ad697cb92a06922bad5f1e4a6d5646c4f3
LIBERO_90_41	libero_90	41	put the frying pan on the cabinet shelf	libero_kitchen_tabletop_manipulation	"{""flat_stove_1"": ""flat_stove"", ""kitchen_table"": ""kitchen_table"", ""wooden_two_layer_shelf_1"": ""wooden_two_layer_shelf""}"	"{""chefmate_8_frypan_1"": ""chefmate_8_frypan"", ""white_bowl_1"": ""white_bowl""}"	"[[""in"", ""chefmate_8_frypan_1"", ""wooden_two_layer_shelf_1_top_region""]]"	98d927af215fe965eba02baf2d16a30b0f82cfc0d60b54174e123b39d9759d27	ab693f21c0e442f2b645e9277c226a3aa634ea19bd92851165c8481f8153434c	df7cb10e1648cb33c9cf3714604a1ce27de944b700e81039a641bf018d89a5bc	libero/bddl_files/libero_90/KITCHEN_SCENE9_put_the_frying_pan_on_the_cabinet_shelf.bddl	6c779772e772fae0f2a1e3b6fc48536ea165295021635c27962d2a8bba7becc2
LIBERO_90_42	libero_90	42	put the frying pan on top of the cabinet	libero_kitchen_tabletop_manipulation	"{""flat_stove_1"": ""flat_stove"", ""kitchen_table"": ""kitchen_table"", ""wooden_two_layer_shelf_1"": ""wooden_two_layer_shelf""}"	"{""chefmate_8_frypan_1"": ""chefmate_8_frypan"", ""white_bowl_1"": ""white_bowl""}"	"[[""on"", ""chefmate_8_frypan_1"", ""wooden_two_layer_shelf_1_top_side""]]"	d23d277cd1132af27874bebbe27703f5c178c1b68362b26277725fcf5fe2b2f6	ab693f21c0e442f2b645e9277c226a3aa634ea19bd92851165c8481f8153434c	df7cb10e1648cb33c9cf3714604a1ce27de944b700e81039a641bf018d89a5bc	libero/bddl_files/libero_90/KITCHEN_SCENE9_put_the_frying_pan_on_top_of_the_cabinet.bddl	dab7ed3a0f17e0f619a50130a247a706af0903402c9876ea5957f8cc90964bb5
LIBERO_90_43	libero_90	43	put the frying pan under the cabinet shelf	libero_kitchen_tabletop_manipulation	"{""flat_stove_1"": ""flat_stove"", ""kitchen_table"": ""kitchen_table"", ""wooden_two_layer_shelf_1"": ""wooden_two_layer_shelf""}"	"{""chefmate_8_frypan_1"": ""chefmate_8_frypan"", ""white_bowl_1"": ""white_bowl""}"	"[[""in"", ""chefmate_8_frypan_1"", ""wooden_two_layer_shelf_1_bottom_region""]]"	99267a0fa282583b4e2406284d3069edbc6eed8be91bd749a4f95a48d5ae3ab7	ab693f21c0e442f2b645e9277c226a3aa634ea19bd92851165c8481f8153434c	df7cb10e1648cb33c9cf3714604a1ce27de944b700e81039a641bf018d89a5bc	libero/bddl_files/libero_90/KITCHEN_SCENE9_put_the_frying_pan_under_the_cabinet_shelf.bddl	a414dbc0ca297d07c9f609dc63948e312e1f977bf2e85344cb54ad8c957bda2b
LIBERO_90_44	libero_90	44	put the white bowl on top of the cabinet	libero_kitchen_tabletop_manipulation	"{""flat_stove_1"": ""flat_stove"", ""kitchen_table"": ""kitchen_table"", ""wooden_two_layer_shelf_1"": ""wooden_two_layer_shelf""}"	"{""chefmate_8_frypan_1"": ""chefmate_8_frypan"", ""white_bowl_1"": ""white_bowl""}"	"[[""on"", ""white_bowl_1"", ""wooden_two_layer_shelf_1_top_side""]]"	d6d5c047a4cace0fcbec3bdaec60f61abdb73bf8dd7767e87d89154ca0409a85	ab693f21c0e442f2b645e9277c226a3aa634ea19bd92851165c8481f8153434c	df7cb10e1648cb33c9cf3714604a1ce27de944b700e81039a641bf018d89a5bc	libero/bddl_files/libero_90/KITCHEN_SCENE9_put_the_white_bowl_on_top_of_the_cabinet.bddl	a595358c840e6dca31d2d914726bb49d58944252ae868796bd603345a444b627
LIBERO_90_45	libero_90	45	turn on the stove	libero_kitchen_tabletop_manipulation	"{""flat_stove_1"": ""flat_stove"", ""kitchen_table"": ""kitchen_table"", ""wooden_two_layer_shelf_1"": ""wooden_two_layer_shelf""}"	"{""chefmate_8_frypan_1"": ""chefmate_8_frypan"", ""white_bowl_1"": ""white_bowl""}"	"[[""turnon"", ""flat_stove_1""]]"	086e4ad03ee08b96735a3765b4567f4f96fb97fe8fa82e61f91cef0b3f014941	ab693f21c0e442f2b645e9277c226a3aa634ea19bd92851165c8481f8153434c	df7cb10e1648cb33c9cf3714604a1ce27de944b700e81039a641bf018d89a5bc	libero/bddl_files/libero_90/KITCHEN_SCENE9_turn_on_the_stove.bddl	e258902172935538f45757dfad6e5c25b2313138555cbf79e6119a4024948d13
LIBERO_90_46	libero_90	46	turn on the stove and put the frying pan on it	libero_kitchen_tabletop_manipulation	"{""flat_stove_1"": ""flat_stove"", ""kitchen_table"": ""kitchen_table"", ""wooden_two_layer_shelf_1"": ""wooden_two_layer_shelf""}"	"{""chefmate_8_frypan_1"": ""chefmate_8_frypan"", ""white_bowl_1"": ""white_bowl""}"	"[[""turnon"", ""flat_stove_1""], [""on"", ""chefmate_8_frypan_1"", ""flat_stove_1_cook_region""]]"	cac03c14e4226b63c5866561501caecfc26b1d56c48c3de54319dd740ddad71e	ab693f21c0e442f2b645e9277c226a3aa634ea19bd92851165c8481f8153434c	df7cb10e1648cb33c9cf3714604a1ce27de944b700e81039a641bf018d89a5bc	libero/bddl_files/libero_90/KITCHEN_SCENE9_turn_on_the_stove_and_put_the_frying_pan_on_it.bddl	83bdf9dec9795fec4d378c0914184bb2e09fa4dbd8038edfee75844040676087
LIBERO_90_47	libero_90	47	pick up the alphabet soup and put it in the basket	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""basket_1"": ""basket"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""tomato_sauce_1"": ""tomato_sauce""}"	"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]"	b9b2b818e66714795dfe8d24cbec6bb9ce112922173597f1146e666a0c3b285c	dfd3ac0f438b518634aa5cf36a4868e9044de4827ae909d9a09f7b5547739067	a23cb6b4679e25de0fc5aaff31650aba5d19a7d915baa1b7a45abe6bdf29e769	libero/bddl_files/libero_90/LIVING_ROOM_SCENE1_pick_up_the_alphabet_soup_and_put_it_in_the_basket.bddl	99ae5af0f77aca18d2eab39e4b302a9af59ae86766b8e7dc528c08a75fa12515
LIBERO_90_48	libero_90	48	pick up the cream cheese box and put it in the basket	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""basket_1"": ""basket"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""tomato_sauce_1"": ""tomato_sauce""}"	"[[""in"", ""cream_cheese_1"", ""basket_1_contain_region""]]"	fc6471d6b34fe45321ed67bc8885138ff31b2507ce8db51f6ef95f0c8adbf287	dfd3ac0f438b518634aa5cf36a4868e9044de4827ae909d9a09f7b5547739067	a23cb6b4679e25de0fc5aaff31650aba5d19a7d915baa1b7a45abe6bdf29e769	libero/bddl_files/libero_90/LIVING_ROOM_SCENE1_pick_up_the_cream_cheese_box_and_put_it_in_the_basket.bddl	750d8ec117142214ab2910df68290258be0b516adadc753a02297267028ea9dd
LIBERO_90_49	libero_90	49	pick up the ketchup and put it in the basket	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""basket_1"": ""basket"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""tomato_sauce_1"": ""tomato_sauce""}"	"[[""in"", ""ketchup_1"", ""basket_1_contain_region""]]"	cbb70e0fd715cbbdfbfe7c1660320b54153075fabb3f69fdbe4d6b495cd03252	dfd3ac0f438b518634aa5cf36a4868e9044de4827ae909d9a09f7b5547739067	a23cb6b4679e25de0fc5aaff31650aba5d19a7d915baa1b7a45abe6bdf29e769	libero/bddl_files/libero_90/LIVING_ROOM_SCENE1_pick_up_the_ketchup_and_put_it_in_the_basket.bddl	4dda6bfe902c85a12e8bf54295f212d857d30fbadd43e7579a14c4b31f078121
LIBERO_90_50	libero_90	50	pick up the tomato sauce and put it in the basket	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""basket_1"": ""basket"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""tomato_sauce_1"": ""tomato_sauce""}"	"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]"	09bf692246a2e360fddd58270b5522120e5703b7c926846172befbe7837e03c9	dfd3ac0f438b518634aa5cf36a4868e9044de4827ae909d9a09f7b5547739067	a23cb6b4679e25de0fc5aaff31650aba5d19a7d915baa1b7a45abe6bdf29e769	libero/bddl_files/libero_90/LIVING_ROOM_SCENE1_pick_up_the_tomato_sauce_and_put_it_in_the_basket.bddl	cce015229a021baf1124562dd5efbc5bc65195926ecce34254c9da5728690816
LIBERO_90_51	libero_90	51	pick up the alphabet soup and put it in the basket	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""basket_1"": ""basket"", ""butter_1"": ""butter"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""milk_1"": ""milk"", ""orange_juice_1"": ""orange_juice"", ""tomato_sauce_1"": ""tomato_sauce""}"	"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]"	36131a841f9762e8bcc7363bc714a1633a30482be051fc32b608ffbabfe98c31	a2bbc29307bce99ee8e68120173f725353ff7fb66d04ebdc453dea1cd2a490c8	bc8688a4e9845cdccb5ab6de0fe1a266334ce0077708d490badaebb923411879	libero/bddl_files/libero_90/LIVING_ROOM_SCENE2_pick_up_the_alphabet_soup_and_put_it_in_the_basket.bddl	2cebb752ffc9d2f2a06c3b257cbfc652df42905a12f597d7304f93bfdb42f50b
LIBERO_90_52	libero_90	52	pick up the butter and put it in the basket	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""basket_1"": ""basket"", ""butter_1"": ""butter"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""milk_1"": ""milk"", ""orange_juice_1"": ""orange_juice"", ""tomato_sauce_1"": ""tomato_sauce""}"	"[[""in"", ""butter_1"", ""basket_1_contain_region""]]"	43323aaba6b2b740849c01d1d9c8e5d9df09be362b27e335d4bcf579499f6f14	a2bbc29307bce99ee8e68120173f725353ff7fb66d04ebdc453dea1cd2a490c8	bc8688a4e9845cdccb5ab6de0fe1a266334ce0077708d490badaebb923411879	libero/bddl_files/libero_90/LIVING_ROOM_SCENE2_pick_up_the_butter_and_put_it_in_the_basket.bddl	8d580df5f2bf9796b22f0bfa1f06b1c9b63643cffcff67e534cca56c5dd330b5
LIBERO_90_53	libero_90	53	pick up the milk and put it in the basket	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""basket_1"": ""basket"", ""butter_1"": ""butter"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""milk_1"": ""milk"", ""orange_juice_1"": ""orange_juice"", ""tomato_sauce_1"": ""tomato_sauce""}"	"[[""in"", ""milk_1"", ""basket_1_contain_region""]]"	01a4425decde4c1bbf7b2cbc5f87eb4e30754643e4cb42df76915ab843c10338	a2bbc29307bce99ee8e68120173f725353ff7fb66d04ebdc453dea1cd2a490c8	bc8688a4e9845cdccb5ab6de0fe1a266334ce0077708d490badaebb923411879	libero/bddl_files/libero_90/LIVING_ROOM_SCENE2_pick_up_the_milk_and_put_it_in_the_basket.bddl	db1d192adbf1ccfc2360bd3fbcd6382f6927ffa88011d2f72e186e7c4e52d089
LIBERO_90_54	libero_90	54	pick up the orange juice and put it in the basket	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""basket_1"": ""basket"", ""butter_1"": ""butter"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""milk_1"": ""milk"", ""orange_juice_1"": ""orange_juice"", ""tomato_sauce_1"": ""tomato_sauce""}"	"[[""in"", ""orange_juice_1"", ""basket_1_contain_region""]]"	178e4df01de7c301d0b25a085dcaa6b308fe59f70e8e4606f1f7435133a31a8c	a2bbc29307bce99ee8e68120173f725353ff7fb66d04ebdc453dea1cd2a490c8	bc8688a4e9845cdccb5ab6de0fe1a266334ce0077708d490badaebb923411879	libero/bddl_files/libero_90/LIVING_ROOM_SCENE2_pick_up_the_orange_juice_and_put_it_in_the_basket.bddl	a8429485e725b7ba764f1fa17618880c0b0be9257ae931af5a8b3c9dcbbe5497
LIBERO_90_55	libero_90	55	pick up the tomato sauce and put it in the basket	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""basket_1"": ""basket"", ""butter_1"": ""butter"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""milk_1"": ""milk"", ""orange_juice_1"": ""orange_juice"", ""tomato_sauce_1"": ""tomato_sauce""}"	"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]"	18b3b8793b8270f467ed2ddf7aedf2abaec110bbe16454e05e5dbb30f6c94731	a2bbc29307bce99ee8e68120173f725353ff7fb66d04ebdc453dea1cd2a490c8	bc8688a4e9845cdccb5ab6de0fe1a266334ce0077708d490badaebb923411879	libero/bddl_files/libero_90/LIVING_ROOM_SCENE2_pick_up_the_tomato_sauce_and_put_it_in_the_basket.bddl	741bf27d071004a840596227ae19d030f5a8439c6262909957daa7a971ea49e2
LIBERO_90_56	libero_90	56	pick up the alphabet soup and put it in the tray	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""butter_1"": ""butter"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""tomato_sauce_1"": ""tomato_sauce"", ""wooden_tray_1"": ""wooden_tray""}"	"[[""in"", ""alphabet_soup_1"", ""wooden_tray_1_contain_region""]]"	a8792330a721bb5c590d18aeaadaac27dada53077da455177af1a8bbc56ef3ac	74fe8cb1065cd3dccd65c544e4744bf54868840d1aecd955098a640d30fd28b2	5dbf9e735920bd9b51fec6f7d30e3844b4b25a311a4516c69904ff8995e965ed	libero/bddl_files/libero_90/LIVING_ROOM_SCENE3_pick_up_the_alphabet_soup_and_put_it_in_the_tray.bddl	3af51e28930dc08a6e728d1f68ce2583251bb326cf8dea2295127b2819a29891
LIBERO_90_57	libero_90	57	pick up the butter and put it in the tray	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""butter_1"": ""butter"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""tomato_sauce_1"": ""tomato_sauce"", ""wooden_tray_1"": ""wooden_tray""}"	"[[""in"", ""butter_1"", ""wooden_tray_1_contain_region""]]"	0976d8d843b437d8be4b8cc70b19271b872ff985af2a78b3bb49238d982ed306	74fe8cb1065cd3dccd65c544e4744bf54868840d1aecd955098a640d30fd28b2	5dbf9e735920bd9b51fec6f7d30e3844b4b25a311a4516c69904ff8995e965ed	libero/bddl_files/libero_90/LIVING_ROOM_SCENE3_pick_up_the_butter_and_put_it_in_the_tray.bddl	9ec972d564151ee40d8b5b5fc1bd7acf62a3256d42c8d49e671c1d6caece7827
LIBERO_90_58	libero_90	58	pick up the cream cheese and put it in the tray	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""butter_1"": ""butter"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""tomato_sauce_1"": ""tomato_sauce"", ""wooden_tray_1"": ""wooden_tray""}"	"[[""in"", ""cream_cheese_1"", ""wooden_tray_1_contain_region""]]"	9740ef5396888a7ca1863cc8bdd9edccc090fa0d69de1f65a382e1396f1bc945	74fe8cb1065cd3dccd65c544e4744bf54868840d1aecd955098a640d30fd28b2	5dbf9e735920bd9b51fec6f7d30e3844b4b25a311a4516c69904ff8995e965ed	libero/bddl_files/libero_90/LIVING_ROOM_SCENE3_pick_up_the_cream_cheese_and_put_it_in_the_tray.bddl	394de660979995c9dd1131bdbfa5fb25eb824828e60dee25a5b80c3cbfd5155a
LIBERO_90_59	libero_90	59	pick up the ketchup and put it in the tray	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""butter_1"": ""butter"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""tomato_sauce_1"": ""tomato_sauce"", ""wooden_tray_1"": ""wooden_tray""}"	"[[""in"", ""ketchup_1"", ""wooden_tray_1_contain_region""]]"	443a3987c3b283f1b9b919f925195be66926233c3dc43d3928ca8b1b3624fe16	74fe8cb1065cd3dccd65c544e4744bf54868840d1aecd955098a640d30fd28b2	5dbf9e735920bd9b51fec6f7d30e3844b4b25a311a4516c69904ff8995e965ed	libero/bddl_files/libero_90/LIVING_ROOM_SCENE3_pick_up_the_ketchup_and_put_it_in_the_tray.bddl	9d765199eb93e1d52a043171a322ca369369566056fab904d6ebfba1d01bc3a5
LIBERO_90_60	libero_90	60	pick up the tomato sauce and put it in the tray	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""alphabet_soup_1"": ""alphabet_soup"", ""butter_1"": ""butter"", ""cream_cheese_1"": ""cream_cheese"", ""ketchup_1"": ""ketchup"", ""tomato_sauce_1"": ""tomato_sauce"", ""wooden_tray_1"": ""wooden_tray""}"	"[[""in"", ""tomato_sauce_1"", ""wooden_tray_1_contain_region""]]"	ae80b23f54df0ddf5868139c759e6aeaccb7e2101155cf3d5776001ba6bd0efa	74fe8cb1065cd3dccd65c544e4744bf54868840d1aecd955098a640d30fd28b2	5dbf9e735920bd9b51fec6f7d30e3844b4b25a311a4516c69904ff8995e965ed	libero/bddl_files/libero_90/LIVING_ROOM_SCENE3_pick_up_the_tomato_sauce_and_put_it_in_the_tray.bddl	7580a3282b33142c441a3a4f906e7f88415a9a734b3ef14e59e22f3a8d7d3315
LIBERO_90_61	libero_90	61	pick up the black bowl on the left and put it in the tray	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""akita_black_bowl_1"": ""akita_black_bowl"", ""akita_black_bowl_2"": ""akita_black_bowl"", ""chocolate_pudding_1"": ""chocolate_pudding"", ""new_salad_dressing_1"": ""new_salad_dressing"", ""wooden_tray_1"": ""wooden_tray""}"	"[[""in"", ""akita_black_bowl_1"", ""wooden_tray_1_contain_region""]]"	71d2e2dafdb1c6bb2b31d89ac1754119e9d3847272cca73e3581a9f3bbf5d3ce	2bbadf08e6f841963422b4432d20615fbce2b6f25a670e568d66c3e85d50efc9	179c28c9ca81acbd85959ef37ef6a048d5d99bc0cada0c98a726ad9d2f2b3408	libero/bddl_files/libero_90/LIVING_ROOM_SCENE4_pick_up_the_black_bowl_on_the_left_and_put_it_in_the_tray.bddl	55a2869f06068a66279aa4434c9d97907301e763b394dd20e49e03f216636396
LIBERO_90_62	libero_90	62	pick up the chocolate pudding and put it in the tray	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""akita_black_bowl_1"": ""akita_black_bowl"", ""akita_black_bowl_2"": ""akita_black_bowl"", ""chocolate_pudding_1"": ""chocolate_pudding"", ""new_salad_dressing_1"": ""new_salad_dressing"", ""wooden_tray_1"": ""wooden_tray""}"	"[[""in"", ""chocolate_pudding_1"", ""wooden_tray_1_contain_region""]]"	9b6e14a1d6d3a810e320fe6446f08f3d1dfe8395ec235e913f25ccd9ed4706fe	2bbadf08e6f841963422b4432d20615fbce2b6f25a670e568d66c3e85d50efc9	179c28c9ca81acbd85959ef37ef6a048d5d99bc0cada0c98a726ad9d2f2b3408	libero/bddl_files/libero_90/LIVING_ROOM_SCENE4_pick_up_the_chocolate_pudding_and_put_it_in_the_tray.bddl	766f93639728bc0be416df897e5ebe7143196ea8eff8b35301cc05a753824a54
