task_id	episode_index	strict_success	native_final_conjunction	native_ordered_final_success	both_native_ever	left_then_right_supported_steps	supported_final	control_steps	audit_generation	active_agent_missing_branch_availability_protocol	older_wrist_previous_None_causes_retrospectively_verified	original_episode_video
BDRCOMP_035	2	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_035_ep002_fail.mp4
BDRCOMP_035	3	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_035_ep003_fail.mp4
BDRCOMP_035	4	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_035_ep004_fail.mp4
BDRCOMP_036	0	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_036_ep000_fail.mp4
BDRCOMP_036	1	False	False	False	False	[363, None]	[True, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_036_ep001_fail.mp4
BDRCOMP_036	2	False	False	False	False	[335, None]	[True, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_036_ep002_fail.mp4
BDRCOMP_036	3	True	True	True	True	[390, 676]	[True, True]	676	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_036_ep003_ok.mp4
BDRCOMP_036	4	False	False	False	False	[969, None]	[True, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_036_ep004_fail.mp4
BDRCOMP_037	0	False	False	False	False	[180, None]	[True, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_037_ep000_fail.mp4
BDRCOMP_037	1	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_037_ep001_fail.mp4
BDRCOMP_037	2	False	False	False	False	[604, None]	[True, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_037_ep002_fail.mp4
BDRCOMP_037	3	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_037_ep003_fail.mp4
BDRCOMP_037	4	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_037_ep004_fail.mp4
BDRCOMP_038	0	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_038_ep000_fail.mp4
BDRCOMP_038	1	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_038_ep001_fail.mp4
BDRCOMP_038	2	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_038_ep002_fail.mp4
BDRCOMP_038	3	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_038_ep003_fail.mp4
BDRCOMP_038	4	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_038_ep004_fail.mp4
BDRCOMP_039	0	False	False	False	False	[206, None]	[True, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_039_ep000_fail.mp4
BDRCOMP_039	1	False	False	False	False	[248, None]	[True, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_039_ep001_fail.mp4
BDRCOMP_039	2	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_039_ep002_fail.mp4
BDRCOMP_039	3	False	False	False	False	[256, None]	[True, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_039_ep003_fail.mp4
BDRCOMP_039	4	False	False	False	False	[284, None]	[True, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_039_ep004_fail.mp4
BDRCOMP_040	0	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_040_ep000_fail.mp4
BDRCOMP_040	1	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_040_ep001_fail.mp4
BDRCOMP_040	2	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_040_ep002_fail.mp4
BDRCOMP_040	3	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_040_ep003_fail.mp4
BDRCOMP_040	4	False	False	False	False	[None, None]	[False, False]	1040	fresh_visibility_v3	drainer_compose_visible_empty_gt_v3	False	videos/BDRCOMP_040_ep004_fail.mp4
