candidate_id	task_id	source_task_id	original_instruction	original_target	left_object	right_object	left_initial_region	right_initial_region	bucket	pilot_batch	instruction	physical_signature	policy_status	native_sr_percent	strict_composition_sr_percent	simulator_initial_states	definition	strict_successes	native_final_count	native_ordered_count
BDRCENS_063		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	salad_dressing_1	cream_cheese_1	floor_target_object_region	floor_other_object_region_2	original_target_first		Pick the salad dressing and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	5627a58d04990806b492f40c9186abaeeb657320cb0922576df4adb135ec6f6b	not evaluated			0	definitions/BDRCENS_063.bddl			
BDRCENS_064		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	salad_dressing_1	milk_1	floor_target_object_region	floor_other_object_region_3	original_target_first		Pick the salad dressing and place it in the left compartment of the bowl drainer, then pick the milk and place it in the right compartment of the bowl drainer.	9b8a962252b3886d2db4db8bbfdb642ff7aa22d9b40bf919958755f2e66cfb81	not evaluated			0	definitions/BDRCENS_064.bddl			
BDRCENS_065		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	salad_dressing_1	tomato_sauce_1	floor_target_object_region	floor_other_object_region_4	original_target_first		Pick the salad dressing and place it in the left compartment of the bowl drainer, then pick the tomato sauce and place it in the right compartment of the bowl drainer.	fe6b6e9e58242b682f702d9357fd834cb8734a9148de63b523801305421cfa9c	not evaluated			0	definitions/BDRCENS_065.bddl			
BDRCENS_066		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	ketchup_1	salad_dressing_1	floor_other_object_region_0	floor_target_object_region	original_target_second		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	23085be70d37450fb4cab19996a74456bd3e31aee3edf8e073f446181dca552b	not evaluated			0	definitions/BDRCENS_066.bddl			
BDRCENS_067		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	ketchup_1	alphabet_soup_1	floor_other_object_region_0	floor_other_object_region_1	two_original_distractors		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	3d571f7f826182b6ffb9266d4245cf8ccd70c497b8bb7744f993fd4f4440a88c	not evaluated			0	definitions/BDRCENS_067.bddl			
BDRCENS_068		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	ketchup_1	cream_cheese_1	floor_other_object_region_0	floor_other_object_region_2	two_original_distractors		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	6641968965acaa223940367e98b937030b843b47cb0b40c4048cc90f25f5a449	not evaluated			0	definitions/BDRCENS_068.bddl			
BDRCENS_069		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	ketchup_1	milk_1	floor_other_object_region_0	floor_other_object_region_3	two_original_distractors		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the milk and place it in the right compartment of the bowl drainer.	3f3cf93fc3f139b7a893a38f64e605777c9cf53ce96404895e4eaa3787358004	not evaluated			0	definitions/BDRCENS_069.bddl			
BDRCENS_070		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	ketchup_1	tomato_sauce_1	floor_other_object_region_0	floor_other_object_region_4	two_original_distractors		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the tomato sauce and place it in the right compartment of the bowl drainer.	93e15dd3bf562dc0a54efcffe75cb259dcc8e4d844df6e263403ec9cc7f2ea74	not evaluated			0	definitions/BDRCENS_070.bddl			
BDRCENS_071	BDRCOMP_025	LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	alphabet_soup_1	salad_dressing_1	floor_other_object_region_1	floor_target_object_region	original_target_second	extension20	Pick the alphabet soup and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	98821642d68d998a5d3fb46e563329d80b12b04d930ef506d10d7e50e1ee85d8	evaluated		0	5	definitions/BDRCENS_071.bddl	0	0	0
BDRCENS_072		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	alphabet_soup_1	ketchup_1	floor_other_object_region_1	floor_other_object_region_0	two_original_distractors		Pick the alphabet soup and place it in the left compartment of the bowl drainer, then pick the ketchup and place it in the right compartment of the bowl drainer.	561bb97443e6722296da867a923aa8bc8e7c1dafa69b973259e13d0c3ea891d6	not evaluated			0	definitions/BDRCENS_072.bddl			
BDRCENS_073	BDRCOMP_005	LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	alphabet_soup_1	cream_cheese_1	floor_other_object_region_1	floor_other_object_region_2	two_original_distractors	anchor20	Pick the alphabet soup and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	2f0adaade4c9eac6b77949880fa19469519bc1a782f54e37a92b3599a270d47c	evaluated		0	5	definitions/BDRCENS_073.bddl	0	0	0
BDRCENS_074		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	alphabet_soup_1	milk_1	floor_other_object_region_1	floor_other_object_region_3	two_original_distractors		Pick the alphabet soup and place it in the left compartment of the bowl drainer, then pick the milk and place it in the right compartment of the bowl drainer.	72f0891ec5f53a37239eaf5a86d6ccb2c1d13638b0f9505dbc3838b0a0d68570	not evaluated			0	definitions/BDRCENS_074.bddl			
BDRCENS_075		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	alphabet_soup_1	tomato_sauce_1	floor_other_object_region_1	floor_other_object_region_4	two_original_distractors		Pick the alphabet soup and place it in the left compartment of the bowl drainer, then pick the tomato sauce and place it in the right compartment of the bowl drainer.	e91e988a185c69c250dd36372a4187e11843b7be73db8f227d737f18397e71b7	not evaluated			0	definitions/BDRCENS_075.bddl			
BDRCENS_076		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	cream_cheese_1	salad_dressing_1	floor_other_object_region_2	floor_target_object_region	original_target_second		Pick the cream cheese and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	f8ff042aaf4e25068199e68b117780ec5019dcd6866b1294d996901774efc608	not evaluated			0	definitions/BDRCENS_076.bddl			
BDRCENS_077		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	cream_cheese_1	ketchup_1	floor_other_object_region_2	floor_other_object_region_0	two_original_distractors		Pick the cream cheese and place it in the left compartment of the bowl drainer, then pick the ketchup and place it in the right compartment of the bowl drainer.	b7dbd849b874d5e63415797a3d3301fe1caaf94d0ba0657c3f168d2368a04d10	not evaluated			0	definitions/BDRCENS_077.bddl			
BDRCENS_078	BDRCOMP_006	LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	cream_cheese_1	alphabet_soup_1	floor_other_object_region_2	floor_other_object_region_1	two_original_distractors	anchor20	Pick the cream cheese and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	b1b04f36897c366eab053780fc63f291ea40e0102362c504a8d73aeef63c8301	evaluated		0	5	definitions/BDRCENS_078.bddl	0	0	0
BDRCENS_079		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	cream_cheese_1	milk_1	floor_other_object_region_2	floor_other_object_region_3	two_original_distractors		Pick the cream cheese and place it in the left compartment of the bowl drainer, then pick the milk and place it in the right compartment of the bowl drainer.	2ccb5849a4224b68b6ddafb3f06f0ef9ca214b21607af1e9baebc48fb58d4d9d	not evaluated			0	definitions/BDRCENS_079.bddl			
BDRCENS_080		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	cream_cheese_1	tomato_sauce_1	floor_other_object_region_2	floor_other_object_region_4	two_original_distractors		Pick the cream cheese and place it in the left compartment of the bowl drainer, then pick the tomato sauce and place it in the right compartment of the bowl drainer.	8d2713629ab904c03e7a24a40c122fbae2237bb75204589542f2a1d158e538aa	not evaluated			0	definitions/BDRCENS_080.bddl			
BDRCENS_081		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	milk_1	salad_dressing_1	floor_other_object_region_3	floor_target_object_region	original_target_second		Pick the milk and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	8e8a2535d37b3090759de3ddc9a70ea011e1cf7f607b1c227710975e35a60d6a	not evaluated			0	definitions/BDRCENS_081.bddl			
BDRCENS_082		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	milk_1	ketchup_1	floor_other_object_region_3	floor_other_object_region_0	two_original_distractors		Pick the milk and place it in the left compartment of the bowl drainer, then pick the ketchup and place it in the right compartment of the bowl drainer.	d911078207dfdb66eb0717172177c09795a721ee826ed7bb96f9ba59236ca580	not evaluated			0	definitions/BDRCENS_082.bddl			
BDRCENS_083		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	milk_1	alphabet_soup_1	floor_other_object_region_3	floor_other_object_region_1	two_original_distractors		Pick the milk and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	ad0b24663be115fb46156a1000f2fd0596291c12b2ec789afb8ea762e4b6bd63	not evaluated			0	definitions/BDRCENS_083.bddl			
BDRCENS_084		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	milk_1	cream_cheese_1	floor_other_object_region_3	floor_other_object_region_2	two_original_distractors		Pick the milk and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	c74b4bb48f3ee6afff7b63ca1bd3fb613dca2a699c8ffdd84718b58ecd99b3aa	not evaluated			0	definitions/BDRCENS_084.bddl			
BDRCENS_085		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	milk_1	tomato_sauce_1	floor_other_object_region_3	floor_other_object_region_4	two_original_distractors		Pick the milk and place it in the left compartment of the bowl drainer, then pick the tomato sauce and place it in the right compartment of the bowl drainer.	883f0c41b46878325397211503d7fe75a9e8f487cd7bb1acdb3439942d12dba0	not evaluated			0	definitions/BDRCENS_085.bddl			
BDRCENS_086		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	tomato_sauce_1	salad_dressing_1	floor_other_object_region_4	floor_target_object_region	original_target_second		Pick the tomato sauce and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	182817ca1ab77876812c42aebca79be1926b148f8bb9d19d28170a15fa9d18e3	not evaluated			0	definitions/BDRCENS_086.bddl			
BDRCENS_087		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	tomato_sauce_1	ketchup_1	floor_other_object_region_4	floor_other_object_region_0	two_original_distractors		Pick the tomato sauce and place it in the left compartment of the bowl drainer, then pick the ketchup and place it in the right compartment of the bowl drainer.	435533ab9b89dec9b9436403319e529c328fb20e81a6699614fe61ecc19e6d6f	not evaluated			0	definitions/BDRCENS_087.bddl			
BDRCENS_088		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	tomato_sauce_1	alphabet_soup_1	floor_other_object_region_4	floor_other_object_region_1	two_original_distractors		Pick the tomato sauce and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	747d7396b094b6c4b03ddd6d26a08bc7371ee0eeb49b235ca587e1e692fe22e3	not evaluated			0	definitions/BDRCENS_088.bddl			
BDRCENS_089		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	tomato_sauce_1	cream_cheese_1	floor_other_object_region_4	floor_other_object_region_2	two_original_distractors		Pick the tomato sauce and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	e80d6c41253976073f360aaa41a0760dff70e709dcc1c95d6343dd255d89484f	not evaluated			0	definitions/BDRCENS_089.bddl			
BDRCENS_090		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	tomato_sauce_1	milk_1	floor_other_object_region_4	floor_other_object_region_3	two_original_distractors		Pick the tomato sauce and place it in the left compartment of the bowl drainer, then pick the milk and place it in the right compartment of the bowl drainer.	9df1887cc49f82670ea992d4fb98bc90033cd625627c3bbb3c8749721c48b477	not evaluated			0	definitions/BDRCENS_090.bddl			
BDRCENS_091	BDRCOMP_028	LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	bbq_sauce_1	chocolate_pudding_1	floor_target_object_region	floor_other_object_region_0	original_target_first	extension20	Pick the bbq sauce and place it in the left compartment of the bowl drainer, then pick the chocolate pudding and place it in the right compartment of the bowl drainer.	a118e4979e1dad856c0e3ad02e57a88a9ecb46b13d51c8d1b3d5e32c4c6d2a53	evaluated		0	5	definitions/BDRCENS_091.bddl	0	0	0
BDRCENS_092		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	bbq_sauce_1	ketchup_1	floor_target_object_region	floor_other_object_region_1	original_target_first		Pick the bbq sauce and place it in the left compartment of the bowl drainer, then pick the ketchup and place it in the right compartment of the bowl drainer.	9ec44841ecbd1a80e3f649571fbb95c7351ae17c9dfd316ad036a31149de05f8	not evaluated			0	definitions/BDRCENS_092.bddl			
BDRCENS_093		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	bbq_sauce_1	salad_dressing_1	floor_target_object_region	floor_other_object_region_2	original_target_first		Pick the bbq sauce and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	4095b46a3b235313d180357d49b996c49ecf02584b5f75b157a87e7134743c99	not evaluated			0	definitions/BDRCENS_093.bddl			
BDRCENS_094		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	bbq_sauce_1	alphabet_soup_1	floor_target_object_region	floor_other_object_region_3	original_target_first		Pick the bbq sauce and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	febbb51414682ac7ecd92ba4e7c6ab2f5d71bdd69d41116564adc703a84649a1	not evaluated			0	definitions/BDRCENS_094.bddl			
BDRCENS_095		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	bbq_sauce_1	cream_cheese_1	floor_target_object_region	floor_other_object_region_4	original_target_first		Pick the bbq sauce and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	4b0060d7b8bdcb5c1d3c3feb4b0e7fe3eac7bb6dbcd2b985100393545eb4fedb	not evaluated			0	definitions/BDRCENS_095.bddl			
BDRCENS_096	BDRCOMP_027	LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	chocolate_pudding_1	bbq_sauce_1	floor_other_object_region_0	floor_target_object_region	original_target_second	extension20	Pick the chocolate pudding and place it in the left compartment of the bowl drainer, then pick the bbq sauce and place it in the right compartment of the bowl drainer.	a55caea0746f8572ff8e1eaa118ca35d9f10426f9831d216b3e4c465c1de1544	evaluated		0	5	definitions/BDRCENS_096.bddl	0	0	0
BDRCENS_097		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	chocolate_pudding_1	ketchup_1	floor_other_object_region_0	floor_other_object_region_1	two_original_distractors		Pick the chocolate pudding and place it in the left compartment of the bowl drainer, then pick the ketchup and place it in the right compartment of the bowl drainer.	00c51b423425b0e566daea3df866628cf75d42dd6d78e2a380ad75d9285eb009	not evaluated			0	definitions/BDRCENS_097.bddl			
BDRCENS_098		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	chocolate_pudding_1	salad_dressing_1	floor_other_object_region_0	floor_other_object_region_2	two_original_distractors		Pick the chocolate pudding and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	f4e2e6da3cc80e44c2e07c4c43377dfd452e430396ca5d8b6f5cb3c07e415820	not evaluated			0	definitions/BDRCENS_098.bddl			
BDRCENS_099	BDRCOMP_007	LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	chocolate_pudding_1	alphabet_soup_1	floor_other_object_region_0	floor_other_object_region_3	two_original_distractors	anchor20	Pick the chocolate pudding and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	26c0cfd89a4f77c79c5598592d37972b72385415520715bda0cafb9a72975e69	evaluated		20	5	definitions/BDRCENS_099.bddl	1	1	1
BDRCENS_100		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	chocolate_pudding_1	cream_cheese_1	floor_other_object_region_0	floor_other_object_region_4	two_original_distractors		Pick the chocolate pudding and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	d606a8f4e46713cb1a3f8c374b764935571b934c99febda0c8ae89ec31720883	not evaluated			0	definitions/BDRCENS_100.bddl			
BDRCENS_101		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	ketchup_1	bbq_sauce_1	floor_other_object_region_1	floor_target_object_region	original_target_second		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the bbq sauce and place it in the right compartment of the bowl drainer.	8070b49d36af67dccc72878b5f2a38e55fbe9eb614d1c3919509106269c2913f	not evaluated			0	definitions/BDRCENS_101.bddl			
BDRCENS_102		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	ketchup_1	chocolate_pudding_1	floor_other_object_region_1	floor_other_object_region_0	two_original_distractors		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the chocolate pudding and place it in the right compartment of the bowl drainer.	a43eccf677d747ad15b43ed9d37d86a231f0856a3ebe17a0590c1719574e3758	not evaluated			0	definitions/BDRCENS_102.bddl			
BDRCENS_103		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	ketchup_1	salad_dressing_1	floor_other_object_region_1	floor_other_object_region_2	two_original_distractors		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	94e4f8e804c1170f3a95792ffcb893e940beab4e295d239b15d91f4cea36b66e	not evaluated			0	definitions/BDRCENS_103.bddl			
BDRCENS_104		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	ketchup_1	alphabet_soup_1	floor_other_object_region_1	floor_other_object_region_3	two_original_distractors		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	1ca8ecb0c7d280c6c638a60205b65753139cbfcf4836031ae87185a40e4ce095	not evaluated			0	definitions/BDRCENS_104.bddl			
BDRCENS_105		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	ketchup_1	cream_cheese_1	floor_other_object_region_1	floor_other_object_region_4	two_original_distractors		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	e5e6975b0741183683222b52e174d49748a8a9a0dbf39b81f510e08b8e976f83	not evaluated			0	definitions/BDRCENS_105.bddl			
BDRCENS_106		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	salad_dressing_1	bbq_sauce_1	floor_other_object_region_2	floor_target_object_region	original_target_second		Pick the salad dressing and place it in the left compartment of the bowl drainer, then pick the bbq sauce and place it in the right compartment of the bowl drainer.	40144348759ee2ab01e1f7c3a5f55434020f66e6793d54285d155baa1c33fe5b	not evaluated			0	definitions/BDRCENS_106.bddl			
BDRCENS_107		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	salad_dressing_1	chocolate_pudding_1	floor_other_object_region_2	floor_other_object_region_0	two_original_distractors		Pick the salad dressing and place it in the left compartment of the bowl drainer, then pick the chocolate pudding and place it in the right compartment of the bowl drainer.	5a1b321f1a127400ba2cf4d145de93ef99bc0c3290e998408885835431a065cf	not evaluated			0	definitions/BDRCENS_107.bddl			
BDRCENS_108		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	salad_dressing_1	ketchup_1	floor_other_object_region_2	floor_other_object_region_1	two_original_distractors		Pick the salad dressing and place it in the left compartment of the bowl drainer, then pick the ketchup and place it in the right compartment of the bowl drainer.	86549b76f0cd2b0af6eb1f5ee1ebaf600442679394a437163826337bc01c0169	not evaluated			0	definitions/BDRCENS_108.bddl			
BDRCENS_109		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	salad_dressing_1	alphabet_soup_1	floor_other_object_region_2	floor_other_object_region_3	two_original_distractors		Pick the salad dressing and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	691edb4b5796d30a0a9106da7a4bcaf9368a282030a32ed826aeb7a814f0d1a0	not evaluated			0	definitions/BDRCENS_109.bddl			
BDRCENS_110		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	salad_dressing_1	cream_cheese_1	floor_other_object_region_2	floor_other_object_region_4	two_original_distractors		Pick the salad dressing and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	3cdad130558cd9b82633170a0361a26f39bdef78c2f17bb630cc4c907e328ea3	not evaluated			0	definitions/BDRCENS_110.bddl			
BDRCENS_111		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	alphabet_soup_1	bbq_sauce_1	floor_other_object_region_3	floor_target_object_region	original_target_second		Pick the alphabet soup and place it in the left compartment of the bowl drainer, then pick the bbq sauce and place it in the right compartment of the bowl drainer.	9e5680f8647e27879688d1d4f74f8a63bc8cf4d28fda4ea76ac57dacb89f4dc7	not evaluated			0	definitions/BDRCENS_111.bddl			
BDRCENS_112	BDRCOMP_008	LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	alphabet_soup_1	chocolate_pudding_1	floor_other_object_region_3	floor_other_object_region_0	two_original_distractors	anchor20	Pick the alphabet soup and place it in the left compartment of the bowl drainer, then pick the chocolate pudding and place it in the right compartment of the bowl drainer.	8db28007f519a0680f579c906f8f2c254cb3776bde3580a1cff9f2b25c87fa70	evaluated		0	5	definitions/BDRCENS_112.bddl	0	0	0
BDRCENS_113		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	alphabet_soup_1	ketchup_1	floor_other_object_region_3	floor_other_object_region_1	two_original_distractors		Pick the alphabet soup and place it in the left compartment of the bowl drainer, then pick the ketchup and place it in the right compartment of the bowl drainer.	ebc49cec16fc0ad149cefdc45984b0b37c03070086bd5c4491f4c81190e7a8e0	not evaluated			0	definitions/BDRCENS_113.bddl			
BDRCENS_114		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	alphabet_soup_1	salad_dressing_1	floor_other_object_region_3	floor_other_object_region_2	two_original_distractors		Pick the alphabet soup and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	fe64f0f790bc56d1773356624e849bb66ca9895168e65568e0fcf4ce6d039069	not evaluated			0	definitions/BDRCENS_114.bddl			
BDRCENS_115		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	alphabet_soup_1	cream_cheese_1	floor_other_object_region_3	floor_other_object_region_4	two_original_distractors		Pick the alphabet soup and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	a27d604cb6df651ae0aa09a165f591f400043a28cd92279fda8e45273bdb30f0	not evaluated			0	definitions/BDRCENS_115.bddl			
BDRCENS_116		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	cream_cheese_1	bbq_sauce_1	floor_other_object_region_4	floor_target_object_region	original_target_second		Pick the cream cheese and place it in the left compartment of the bowl drainer, then pick the bbq sauce and place it in the right compartment of the bowl drainer.	e5dda673d3776dd03b7d64b9055368ceb142796d3c533a817f4b63860496ffab	not evaluated			0	definitions/BDRCENS_116.bddl			
BDRCENS_117		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	cream_cheese_1	chocolate_pudding_1	floor_other_object_region_4	floor_other_object_region_0	two_original_distractors		Pick the cream cheese and place it in the left compartment of the bowl drainer, then pick the chocolate pudding and place it in the right compartment of the bowl drainer.	faa6b51d9c2e0d0d4af8daa6faf633a66facafc9d1e8703fcea5d1e3e08a5077	not evaluated			0	definitions/BDRCENS_117.bddl			
BDRCENS_118		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	cream_cheese_1	ketchup_1	floor_other_object_region_4	floor_other_object_region_1	two_original_distractors		Pick the cream cheese and place it in the left compartment of the bowl drainer, then pick the ketchup and place it in the right compartment of the bowl drainer.	1353d9a3b67c9eea0ac54c10da9b5c3ab6788a753a9505f786d147431db16b3e	not evaluated			0	definitions/BDRCENS_118.bddl			
BDRCENS_119		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	cream_cheese_1	salad_dressing_1	floor_other_object_region_4	floor_other_object_region_2	two_original_distractors		Pick the cream cheese and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	a7c1dbd929f17c9b74d7cc6a2ee971c8bee17727e41ef57ee921e016a9a1f772	not evaluated			0	definitions/BDRCENS_119.bddl			
BDRCENS_120		LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	bbq_sauce_1	cream_cheese_1	alphabet_soup_1	floor_other_object_region_4	floor_other_object_region_3	two_original_distractors		Pick the cream cheese and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	383db9f9b12ff2afa90ec21e1b97d6cf5b8a0f5668ec9dc0c157b55d4aeb0f7a	not evaluated			0	definitions/BDRCENS_120.bddl			
BDRCENS_121		LIBERO_OBJECT_05	Pick the ketchup and place it in the basket	ketchup_1	ketchup_1	bbq_sauce_1	floor_target_object_region	floor_other_object_region_0	original_target_first		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the bbq sauce and place it in the right compartment of the bowl drainer.	92778369921c036f400f110db6b35e010c3bc104e0117e1aba7722b0d4d91f1f	not evaluated			0	definitions/BDRCENS_121.bddl			
BDRCENS_122		LIBERO_OBJECT_05	Pick the ketchup and place it in the basket	ketchup_1	ketchup_1	salad_dressing_1	floor_target_object_region	floor_other_object_region_1	original_target_first		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the salad dressing and place it in the right compartment of the bowl drainer.	a531db1007ca0f038fca3b169980b198607c12fcbd555d90ce56ce6125fe0730	not evaluated			0	definitions/BDRCENS_122.bddl			
BDRCENS_123	BDRCOMP_030	LIBERO_OBJECT_05	Pick the ketchup and place it in the basket	ketchup_1	ketchup_1	alphabet_soup_1	floor_target_object_region	floor_other_object_region_2	original_target_first	extension20	Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	154a9132fe172090f2ae2783b1307584c08d0857dfb3dd513e43ad2214c5bbec	evaluated		0	5	definitions/BDRCENS_123.bddl	0	0	0
BDRCENS_124		LIBERO_OBJECT_05	Pick the ketchup and place it in the basket	ketchup_1	ketchup_1	cream_cheese_1	floor_target_object_region	floor_other_object_region_3	original_target_first		Pick the ketchup and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	5f2cccb8b696dc5dbc35c4d9694641e4e9c60f973d079b27cf2bec41cb1cdf63	not evaluated			0	definitions/BDRCENS_124.bddl			
