task_id	family	instruction	semantic_count	components	full_successes	full_episodes	full_sr	failure_episode	goal_atoms	atom_first_steps	atom_final	max_simultaneous	combination_first_steps	subtasks_reached	num_subtasks	partial_kind	derived_two_step_instruction	failure_video	comparison_png	stove_turn_knob_frames
COMP_263	C11_object_suite_basket_triples	Put the bbq sauce, the chocolate pudding, and the cream cheese box in the basket one after another.	3	Put the bbq sauce in the basket | Put the chocolate pudding in the basket | Put the cream cheese box in the basket	0	5	0.0	1	in(bbq_sauce_1, basket_1_contain_region) | in(chocolate_pudding_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region)	[140, 548, null]	[true, true, false]	2	"{""000"": 0, ""100"": 140, ""110"": 548}"	5	6	ordered instruction prefix	Put the bbq sauce in the basket, and then put the chocolate pudding in the basket.	../assets/composition/failure_videos/COMP_263/COMP_263_ep001_fail.mp4	../assets/composition/comparison_png/COMP_263__put_the_bbq_sauce_the_chocolate_pudding_and_the_cream_cheese_box_in_the_basket_one_after_another.png	0
COMP_280	C11_object_suite_basket_triples	Put the butter, the tomato sauce, and the orange juice in the basket one after another.	3	Put the butter in the basket | Put the tomato sauce in the basket | Put the orange juice in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[160, 372, null]	[true, true, false]	2	"{""000"": 0, ""100"": 160, ""110"": 372}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_280/COMP_280_ep000_fail.mp4	../assets/composition/comparison_png/COMP_280__put_the_butter_the_tomato_sauce_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_281	C11_object_suite_basket_triples	Put the butter, the tomato sauce, and the chocolate pudding in the basket one after another.	3	Put the butter in the basket | Put the tomato sauce in the basket | Put the chocolate pudding in the basket	0	5	0.0	1	in(butter_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region) | in(chocolate_pudding_1, basket_1_contain_region)	[161, 388, null]	[true, true, false]	2	"{""000"": 0, ""100"": 161, ""110"": 388}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_281/COMP_281_ep001_fail.mp4	../assets/composition/comparison_png/COMP_281__put_the_butter_the_tomato_sauce_and_the_chocolate_pudding_in_the_basket_one_after_another.png	0
COMP_282	C11_object_suite_basket_triples	Put the butter, the tomato sauce, and the bbq sauce in the basket one after another.	3	Put the butter in the basket | Put the tomato sauce in the basket | Put the bbq sauce in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region) | in(bbq_sauce_1, basket_1_contain_region)	[160, 386, null]	[true, true, false]	2	"{""000"": 0, ""100"": 160, ""110"": 386}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_282/COMP_282_ep000_fail.mp4	../assets/composition/comparison_png/COMP_282__put_the_butter_the_tomato_sauce_and_the_bbq_sauce_in_the_basket_one_after_another.png	0
COMP_283	C11_object_suite_basket_triples	Put the butter, the tomato sauce, and the ketchup in the basket one after another.	3	Put the butter in the basket | Put the tomato sauce in the basket | Put the ketchup in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region)	[159, 367, null]	[true, true, false]	2	"{""000"": 0, ""100"": 159, ""110"": 367}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_283/COMP_283_ep000_fail.mp4	../assets/composition/comparison_png/COMP_283__put_the_butter_the_tomato_sauce_and_the_ketchup_in_the_basket_one_after_another.png	0
COMP_321	C11_object_suite_basket_triples	Put the cream cheese box, the alphabet soup, and the tomato sauce in the basket one after another.	3	Put the cream cheese box in the basket | Put the alphabet soup in the basket | Put the tomato sauce in the basket	0	5	0.0	1	in(cream_cheese_1, basket_1_contain_region) | in(alphabet_soup_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[143, 726, null]	[true, true, false]	2	"{""000"": 0, ""100"": 143, ""110"": 726}"	5	6	ordered instruction prefix	Put the cream cheese box in the basket, and then put the alphabet soup in the basket.	../assets/composition/failure_videos/COMP_321/COMP_321_ep001_fail.mp4	../assets/composition/comparison_png/COMP_321__put_the_cream_cheese_box_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_323	C11_object_suite_basket_triples	Put the cream cheese box, the alphabet soup, and the orange juice in the basket one after another.	3	Put the cream cheese box in the basket | Put the alphabet soup in the basket | Put the orange juice in the basket	0	5	0.0	1	in(cream_cheese_1, basket_1_contain_region) | in(alphabet_soup_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[142, 640, null]	[true, true, false]	2	"{""000"": 0, ""100"": 142, ""110"": 640}"	6	6	ordered instruction prefix	Put the cream cheese box in the basket, and then put the alphabet soup in the basket.	../assets/composition/failure_videos/COMP_323/COMP_323_ep001_fail.mp4	../assets/composition/comparison_png/COMP_323__put_the_cream_cheese_box_the_alphabet_soup_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_340	C11_object_suite_basket_triples	Put the ketchup, the bbq sauce, and the salad dressing in the basket one after another.	3	Put the ketchup in the basket | Put the bbq sauce in the basket | Put the salad dressing in the basket	0	5	0.0	1	in(ketchup_1, basket_1_contain_region) | in(bbq_sauce_1, basket_1_contain_region) | in(salad_dressing_1, basket_1_contain_region)	[152, 370, null]	[true, true, false]	2	"{""000"": 0, ""100"": 152, ""110"": 370}"	6	6	ordered instruction prefix	Put the ketchup in the basket, and then put the bbq sauce in the basket.	../assets/composition/failure_videos/COMP_340/COMP_340_ep001_fail.mp4	../assets/composition/comparison_png/COMP_340__put_the_ketchup_the_bbq_sauce_and_the_salad_dressing_in_the_basket_one_after_another.png	0
COMP_341	C11_object_suite_basket_triples	Put the ketchup, the bbq sauce, and the alphabet soup in the basket one after another.	3	Put the ketchup in the basket | Put the bbq sauce in the basket | Put the alphabet soup in the basket	0	5	0.0	2	in(ketchup_1, basket_1_contain_region) | in(bbq_sauce_1, basket_1_contain_region) | in(alphabet_soup_1, basket_1_contain_region)	[151, 329, null]	[true, true, false]	2	"{""000"": 0, ""100"": 151, ""110"": 329}"	6	6	ordered instruction prefix	Put the ketchup in the basket, and then put the bbq sauce in the basket.	../assets/composition/failure_videos/COMP_341/COMP_341_ep002_fail.mp4	../assets/composition/comparison_png/COMP_341__put_the_ketchup_the_bbq_sauce_and_the_alphabet_soup_in_the_basket_one_after_another.png	0
COMP_342	C11_object_suite_basket_triples	Put the ketchup, the bbq sauce, and the cream cheese box in the basket one after another.	3	Put the ketchup in the basket | Put the bbq sauce in the basket | Put the cream cheese box in the basket	0	5	0.0	0	in(ketchup_1, basket_1_contain_region) | in(bbq_sauce_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region)	[160, 586, null]	[true, true, false]	2	"{""000"": 0, ""100"": 160, ""110"": 586}"	5	6	ordered instruction prefix	Put the ketchup in the basket, and then put the bbq sauce in the basket.	../assets/composition/failure_videos/COMP_342/COMP_342_ep000_fail.mp4	../assets/composition/comparison_png/COMP_342__put_the_ketchup_the_bbq_sauce_and_the_cream_cheese_box_in_the_basket_one_after_another.png	0
COMP_390	C11_object_suite_basket_triples	Put the butter, the chocolate pudding, and the bbq sauce in the basket one after another.	3	Put the butter in the basket | Put the chocolate pudding in the basket | Put the bbq sauce in the basket	0	5	0.0	1	in(butter_1, basket_1_contain_region) | in(chocolate_pudding_1, basket_1_contain_region) | in(bbq_sauce_1, basket_1_contain_region)	[207, 515, null]	[true, true, false]	2	"{""000"": 0, ""100"": 207, ""110"": 515}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the chocolate pudding in the basket.	../assets/composition/failure_videos/COMP_390/COMP_390_ep001_fail.mp4	../assets/composition/comparison_png/COMP_390__put_the_butter_the_chocolate_pudding_and_the_bbq_sauce_in_the_basket_one_after_another.png	0
COMP_391	C11_object_suite_basket_triples	Put the butter, the chocolate pudding, and the ketchup in the basket one after another.	3	Put the butter in the basket | Put the chocolate pudding in the basket | Put the ketchup in the basket	0	5	0.0	1	in(butter_1, basket_1_contain_region) | in(chocolate_pudding_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region)	[207, 573, null]	[true, true, false]	2	"{""000"": 0, ""100"": 207, ""110"": 573}"	5	6	ordered instruction prefix	Put the butter in the basket, and then put the chocolate pudding in the basket.	../assets/composition/failure_videos/COMP_391/COMP_391_ep001_fail.mp4	../assets/composition/comparison_png/COMP_391__put_the_butter_the_chocolate_pudding_and_the_ketchup_in_the_basket_one_after_another.png	0
