task_id	family	instruction	semantic_count	components	full_successes	full_episodes	full_sr	failure_episode	goal_atoms	atom_first_steps	atom_final	max_simultaneous	combination_first_steps	subtasks_reached	num_subtasks	partial_kind	derived_two_step_instruction	failure_video	comparison_png	stove_turn_knob_frames
COMP_112	C2_spatial_three_task	Pick the akita black bowl next to the cookies box and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on top of the wooden cabinet.	3	Pick the akita black bowl next to the cookies box and place it on the plate | Open the middle drawer of the wooden cabinet | Put the second black bowl on top of the wooden cabinet	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | on(akita_black_bowl_2, wooden_cabinet_1_top_side)	[108, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 108}"	5	5			../assets/composition/failure_videos/COMP_112/COMP_112_ep000_fail.mp4	../assets/composition/comparison_png/COMP_112__pick_the_akita_black_bowl_next_to_the_cookies_box_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_put_the_second_black_bowl_on_top_of_the_wooden_cabinet.png	0
COMP_113	C2_spatial_three_task	Pick the akita black bowl next to the cookies box and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the cookies box and place it on the plate | Open the middle drawer of the wooden cabinet | Put the cookies box on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | on(cookies_1, flat_stove_1_cook_region)	[108, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 108}"	4	5			../assets/composition/failure_videos/COMP_113/COMP_113_ep000_fail.mp4	../assets/composition/comparison_png/COMP_113__pick_the_akita_black_bowl_next_to_the_cookies_box_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_put_the_cookies_box_on_the_stove.png	0
COMP_114	C2_spatial_three_task	Pick the akita black bowl next to the cookies box and place it on the plate, then turn on the stove, and finally put the second black bowl on top of the wooden cabinet.	3	Pick the akita black bowl next to the cookies box and place it on the plate | Turn on the stove | Put the second black bowl on top of the wooden cabinet	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1) | on(akita_black_bowl_2, wooden_cabinet_1_top_side)	[108, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 108}"	5	5			../assets/composition/failure_videos/COMP_114/COMP_114_ep000_fail.mp4	../assets/composition/comparison_png/COMP_114__pick_the_akita_black_bowl_next_to_the_cookies_box_and_place_it_on_the_plate_then_turn_on_the_stove_and_finally_put_the_second_black_bowl_on_top_of_the_wooden_cabinet.png	4
COMP_115	C2_spatial_three_task	Pick the akita black bowl next to the cookies box and place it on the plate, then turn on the stove, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the cookies box and place it on the plate | Turn on the stove | Put the cookies box on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1) | on(cookies_1, flat_stove_1_cook_region)	[109, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 109}"	5	5			../assets/composition/failure_videos/COMP_115/COMP_115_ep000_fail.mp4	../assets/composition/comparison_png/COMP_115__pick_the_akita_black_bowl_next_to_the_cookies_box_and_place_it_on_the_plate_then_turn_on_the_stove_and_finally_put_the_cookies_box_on_the_stove.png	2
COMP_116	C2_spatial_three_task	Pick the akita black bowl next to the cookies box and place it on the plate, then put the second black bowl on top of the wooden cabinet, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the cookies box and place it on the plate | Put the second black bowl on top of the wooden cabinet | Put the cookies box on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(akita_black_bowl_2, wooden_cabinet_1_top_side) | on(cookies_1, flat_stove_1_cook_region)	[110, null, null]	[false, false, false]	1	"{""000"": 0, ""100"": 110}"	5	6			../assets/composition/failure_videos/COMP_116/COMP_116_ep000_fail.mp4	../assets/composition/comparison_png/COMP_116__pick_the_akita_black_bowl_next_to_the_cookies_box_and_place_it_on_the_plate_then_put_the_second_black_bowl_on_top_of_the_wooden_cabinet_and_finally_put_the_cookies_box_on_the_stove.png	0
COMP_117	C2_spatial_two_task	Pick the akita black bowl next to the plate and place it on the plate, and then open the middle drawer of the wooden cabinet.	2	Pick the akita black bowl next to the plate and place it on the plate | Open the middle drawer of the wooden cabinet	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region)	[97, null]	[true, false]	1	"{""00"": 0, ""10"": 97}"	3	3			../assets/composition/failure_videos/COMP_117/COMP_117_ep000_fail.mp4	../assets/composition/comparison_png/COMP_117__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_and_then_open_the_middle_drawer_of_the_wooden_cabinet.png	0
COMP_118	C2_spatial_two_task	Pick the akita black bowl next to the plate and place it on the plate, and then turn on the stove.	2	Pick the akita black bowl next to the plate and place it on the plate | Turn on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1)	[96, null]	[true, false]	1	"{""00"": 0, ""10"": 96}"	3	3			../assets/composition/failure_videos/COMP_118/COMP_118_ep000_fail.mp4	../assets/composition/comparison_png/COMP_118__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_and_then_turn_on_the_stove.png	84
COMP_119	C2_spatial_two_task	Pick the akita black bowl next to the plate and place it on the plate, and then put the second black bowl on top of the wooden cabinet.	2	Pick the akita black bowl next to the plate and place it on the plate | Put the second black bowl on top of the wooden cabinet	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(akita_black_bowl_2, wooden_cabinet_1_top_side)	[99, null]	[true, false]	1	"{""00"": 0, ""10"": 99}"	4	4			../assets/composition/failure_videos/COMP_119/COMP_119_ep000_fail.mp4	../assets/composition/comparison_png/COMP_119__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_and_then_put_the_second_black_bowl_on_top_of_the_wooden_cabinet.png	0
COMP_120	C2_spatial_two_task	Pick the akita black bowl next to the plate and place it on the plate, and then put the second black bowl on the stove.	2	Pick the akita black bowl next to the plate and place it on the plate | Put the second black bowl on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(akita_black_bowl_2, flat_stove_1_cook_region)	[99, null]	[true, false]	1	"{""00"": 0, ""10"": 99}"	4	4			../assets/composition/failure_videos/COMP_120/COMP_120_ep000_fail.mp4	../assets/composition/comparison_png/COMP_120__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_and_then_put_the_second_black_bowl_on_the_stove.png	0
COMP_121	C2_spatial_two_task	Pick the akita black bowl next to the plate and place it on the plate, and then put the cookies box on the stove.	2	Pick the akita black bowl next to the plate and place it on the plate | Put the cookies box on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(cookies_1, flat_stove_1_cook_region)	[98, null]	[true, false]	1	"{""00"": 0, ""10"": 98}"	3	4			../assets/composition/failure_videos/COMP_121/COMP_121_ep000_fail.mp4	../assets/composition/comparison_png/COMP_121__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_and_then_put_the_cookies_box_on_the_stove.png	0
COMP_122	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then open the middle drawer of the wooden cabinet, and finally turn on the stove.	3	Pick the akita black bowl next to the plate and place it on the plate | Open the middle drawer of the wooden cabinet | Turn on the stove	0	5	0.0	1	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | turnon(flat_stove_1)	[101, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 101}"	4	4			../assets/composition/failure_videos/COMP_122/COMP_122_ep001_fail.mp4	../assets/composition/comparison_png/COMP_122__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_turn_on_the_stove.png	48
COMP_123	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on top of the wooden cabinet.	3	Pick the akita black bowl next to the plate and place it on the plate | Open the middle drawer of the wooden cabinet | Put the second black bowl on top of the wooden cabinet	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | on(akita_black_bowl_2, wooden_cabinet_1_top_side)	[97, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 97}"	5	5			../assets/composition/failure_videos/COMP_123/COMP_123_ep000_fail.mp4	../assets/composition/comparison_png/COMP_123__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_put_the_second_black_bowl_on_top_of_the_wooden_cabinet.png	0
COMP_124	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on the stove.	3	Pick the akita black bowl next to the plate and place it on the plate | Open the middle drawer of the wooden cabinet | Put the second black bowl on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | on(akita_black_bowl_2, flat_stove_1_cook_region)	[100, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 100}"	5	5			../assets/composition/failure_videos/COMP_124/COMP_124_ep000_fail.mp4	../assets/composition/comparison_png/COMP_124__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_put_the_second_black_bowl_on_the_stove.png	0
COMP_125	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the plate and place it on the plate | Open the middle drawer of the wooden cabinet | Put the cookies box on the stove	0	5	0.0	2	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | on(cookies_1, flat_stove_1_cook_region)	[101, null, null]	[false, false, false]	1	"{""000"": 0, ""100"": 101}"	5	5			../assets/composition/failure_videos/COMP_125/COMP_125_ep002_fail.mp4	../assets/composition/comparison_png/COMP_125__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_put_the_cookies_box_on_the_stove.png	0
COMP_126	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then turn on the stove, and finally put the second black bowl on top of the wooden cabinet.	3	Pick the akita black bowl next to the plate and place it on the plate | Turn on the stove | Put the second black bowl on top of the wooden cabinet	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1) | on(akita_black_bowl_2, wooden_cabinet_1_top_side)	[99, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 99}"	5	5			../assets/composition/failure_videos/COMP_126/COMP_126_ep000_fail.mp4	../assets/composition/comparison_png/COMP_126__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_then_turn_on_the_stove_and_finally_put_the_second_black_bowl_on_top_of_the_wooden_cabinet.png	2
COMP_127	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then turn on the stove, and finally put the second black bowl on the stove.	3	Pick the akita black bowl next to the plate and place it on the plate | Turn on the stove | Put the second black bowl on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1) | on(akita_black_bowl_2, flat_stove_1_cook_region)	[95, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 95}"	5	5			../assets/composition/failure_videos/COMP_127/COMP_127_ep000_fail.mp4	../assets/composition/comparison_png/COMP_127__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_then_turn_on_the_stove_and_finally_put_the_second_black_bowl_on_the_stove.png	4
COMP_128	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then turn on the stove, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the plate and place it on the plate | Turn on the stove | Put the cookies box on the stove	0	5	0.0	4	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1) | on(cookies_1, flat_stove_1_cook_region)	[144, null, null]	[false, false, false]	1	"{""000"": 0, ""100"": 144}"	5	5			../assets/composition/failure_videos/COMP_128/COMP_128_ep004_fail.mp4	../assets/composition/comparison_png/COMP_128__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_then_turn_on_the_stove_and_finally_put_the_cookies_box_on_the_stove.png	2
COMP_129	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then put the second black bowl on top of the wooden cabinet, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the plate and place it on the plate | Put the second black bowl on top of the wooden cabinet | Put the cookies box on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(akita_black_bowl_2, wooden_cabinet_1_top_side) | on(cookies_1, flat_stove_1_cook_region)	[98, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 98}"	6	6			../assets/composition/failure_videos/COMP_129/COMP_129_ep000_fail.mp4	../assets/composition/comparison_png/COMP_129__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_then_put_the_second_black_bowl_on_top_of_the_wooden_cabinet_and_finally_put_the_cookies_box_on_the_stove.png	0
COMP_130	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then put the second black bowl on the stove, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the plate and place it on the plate | Put the second black bowl on the stove | Put the cookies box on the stove	0	5	0.0	2	on(akita_black_bowl_1, plate_1) | on(akita_black_bowl_2, flat_stove_1_cook_region) | on(cookies_1, flat_stove_1_cook_region)	[96, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 96}"	6	6			../assets/composition/failure_videos/COMP_130/COMP_130_ep002_fail.mp4	../assets/composition/comparison_png/COMP_130__pick_the_akita_black_bowl_next_to_the_plate_and_place_it_on_the_plate_then_put_the_second_black_bowl_on_the_stove_and_finally_put_the_cookies_box_on_the_stove.png	0
COMP_131	C2_spatial_two_task	Pick the akita black bowl next to the ramekin and place it on the plate, and then open the middle drawer of the wooden cabinet.	2	Pick the akita black bowl next to the ramekin and place it on the plate | Open the middle drawer of the wooden cabinet	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region)	[114, null]	[true, false]	1	"{""00"": 0, ""10"": 114}"	3	3			../assets/composition/failure_videos/COMP_131/COMP_131_ep000_fail.mp4	../assets/composition/comparison_png/COMP_131__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_and_then_open_the_middle_drawer_of_the_wooden_cabinet.png	0
COMP_132	C2_spatial_two_task	Pick the akita black bowl next to the ramekin and place it on the plate, and then turn on the stove.	2	Pick the akita black bowl next to the ramekin and place it on the plate | Turn on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1)	[113, null]	[true, false]	1	"{""00"": 0, ""10"": 113}"	3	3			../assets/composition/failure_videos/COMP_132/COMP_132_ep000_fail.mp4	../assets/composition/comparison_png/COMP_132__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_and_then_turn_on_the_stove.png	83
COMP_133	C2_spatial_two_task	Pick the akita black bowl next to the ramekin and place it on the plate, and then put the second black bowl on top of the wooden cabinet.	2	Pick the akita black bowl next to the ramekin and place it on the plate | Put the second black bowl on top of the wooden cabinet	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(akita_black_bowl_2, wooden_cabinet_1_top_side)	[113, null]	[true, false]	1	"{""00"": 0, ""10"": 113}"	4	4			../assets/composition/failure_videos/COMP_133/COMP_133_ep000_fail.mp4	../assets/composition/comparison_png/COMP_133__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_and_then_put_the_second_black_bowl_on_top_of_the_wooden_cabinet.png	0
COMP_134	C2_spatial_two_task	Pick the akita black bowl next to the ramekin and place it on the plate, and then put the second black bowl on the stove.	2	Pick the akita black bowl next to the ramekin and place it on the plate | Put the second black bowl on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(akita_black_bowl_2, flat_stove_1_cook_region)	[111, null]	[true, false]	1	"{""00"": 0, ""10"": 111}"	4	4			../assets/composition/failure_videos/COMP_134/COMP_134_ep000_fail.mp4	../assets/composition/comparison_png/COMP_134__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_and_then_put_the_second_black_bowl_on_the_stove.png	0
COMP_135	C2_spatial_two_task	Pick the akita black bowl next to the ramekin and place it on the plate, and then put the cookies box on the stove.	2	Pick the akita black bowl next to the ramekin and place it on the plate | Put the cookies box on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(cookies_1, flat_stove_1_cook_region)	[116, null]	[true, false]	1	"{""00"": 0, ""10"": 116}"	3	4			../assets/composition/failure_videos/COMP_135/COMP_135_ep000_fail.mp4	../assets/composition/comparison_png/COMP_135__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_and_then_put_the_cookies_box_on_the_stove.png	0
COMP_136	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally turn on the stove.	3	Pick the akita black bowl next to the ramekin and place it on the plate | Open the middle drawer of the wooden cabinet | Turn on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | turnon(flat_stove_1)	[112, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 112}"	4	4			../assets/composition/failure_videos/COMP_136/COMP_136_ep000_fail.mp4	../assets/composition/comparison_png/COMP_136__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_turn_on_the_stove.png	78
COMP_137	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on top of the wooden cabinet.	3	Pick the akita black bowl next to the ramekin and place it on the plate | Open the middle drawer of the wooden cabinet | Put the second black bowl on top of the wooden cabinet	0	5	0.0	1	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | on(akita_black_bowl_2, wooden_cabinet_1_top_side)	[97, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 97}"	5	5			../assets/composition/failure_videos/COMP_137/COMP_137_ep001_fail.mp4	../assets/composition/comparison_png/COMP_137__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_put_the_second_black_bowl_on_top_of_the_wooden_cabinet.png	0
COMP_138	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on the stove.	3	Pick the akita black bowl next to the ramekin and place it on the plate | Open the middle drawer of the wooden cabinet | Put the second black bowl on the stove	0	5	0.0	1	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | on(akita_black_bowl_2, flat_stove_1_cook_region)	[101, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 101}"	5	5			../assets/composition/failure_videos/COMP_138/COMP_138_ep001_fail.mp4	../assets/composition/comparison_png/COMP_138__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_put_the_second_black_bowl_on_the_stove.png	0
COMP_139	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the ramekin and place it on the plate | Open the middle drawer of the wooden cabinet | Put the cookies box on the stove	0	5	0.0	1	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | on(cookies_1, flat_stove_1_cook_region)	[100, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 100}"	5	5			../assets/composition/failure_videos/COMP_139/COMP_139_ep001_fail.mp4	../assets/composition/comparison_png/COMP_139__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_put_the_cookies_box_on_the_stove.png	0
COMP_140	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then turn on the stove, and finally put the second black bowl on top of the wooden cabinet.	3	Pick the akita black bowl next to the ramekin and place it on the plate | Turn on the stove | Put the second black bowl on top of the wooden cabinet	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1) | on(akita_black_bowl_2, wooden_cabinet_1_top_side)	[115, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 115}"	5	5			../assets/composition/failure_videos/COMP_140/COMP_140_ep000_fail.mp4	../assets/composition/comparison_png/COMP_140__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_then_turn_on_the_stove_and_finally_put_the_second_black_bowl_on_top_of_the_wooden_cabinet.png	4
COMP_141	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then turn on the stove, and finally put the second black bowl on the stove.	3	Pick the akita black bowl next to the ramekin and place it on the plate | Turn on the stove | Put the second black bowl on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1) | on(akita_black_bowl_2, flat_stove_1_cook_region)	[112, null, null]	[false, false, false]	1	"{""000"": 0, ""100"": 112}"	5	5			../assets/composition/failure_videos/COMP_141/COMP_141_ep000_fail.mp4	../assets/composition/comparison_png/COMP_141__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_then_turn_on_the_stove_and_finally_put_the_second_black_bowl_on_the_stove.png	7
COMP_142	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then turn on the stove, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the ramekin and place it on the plate | Turn on the stove | Put the cookies box on the stove	0	5	0.0	2	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1) | on(cookies_1, flat_stove_1_cook_region)	[109, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 109}"	5	5			../assets/composition/failure_videos/COMP_142/COMP_142_ep002_fail.mp4	../assets/composition/comparison_png/COMP_142__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_then_turn_on_the_stove_and_finally_put_the_cookies_box_on_the_stove.png	4
COMP_143	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then put the second black bowl on top of the wooden cabinet, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the ramekin and place it on the plate | Put the second black bowl on top of the wooden cabinet | Put the cookies box on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(akita_black_bowl_2, wooden_cabinet_1_top_side) | on(cookies_1, flat_stove_1_cook_region)	[113, null, null]	[false, false, false]	1	"{""000"": 0, ""100"": 113}"	5	6			../assets/composition/failure_videos/COMP_143/COMP_143_ep000_fail.mp4	../assets/composition/comparison_png/COMP_143__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_then_put_the_second_black_bowl_on_top_of_the_wooden_cabinet_and_finally_put_the_cookies_box_on_the_stove.png	0
COMP_144	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then put the second black bowl on the stove, and finally put the cookies box on the stove.	3	Pick the akita black bowl next to the ramekin and place it on the plate | Put the second black bowl on the stove | Put the cookies box on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(akita_black_bowl_2, flat_stove_1_cook_region) | on(cookies_1, flat_stove_1_cook_region)	[113, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 113}"	5	6			../assets/composition/failure_videos/COMP_144/COMP_144_ep000_fail.mp4	../assets/composition/comparison_png/COMP_144__pick_the_akita_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_then_put_the_second_black_bowl_on_the_stove_and_finally_put_the_cookies_box_on_the_stove.png	0
COMP_145	C2_spatial_two_task	Pick the akita black bowl on the cookies box and place it on the plate, and then open the middle drawer of the wooden cabinet.	2	Pick the akita black bowl on the cookies box and place it on the plate | Open the middle drawer of the wooden cabinet	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region)	[84, null]	[true, false]	1	"{""00"": 0, ""10"": 84}"	3	3			../assets/composition/failure_videos/COMP_145/COMP_145_ep000_fail.mp4	../assets/composition/comparison_png/COMP_145__pick_the_akita_black_bowl_on_the_cookies_box_and_place_it_on_the_plate_and_then_open_the_middle_drawer_of_the_wooden_cabinet.png	0
COMP_146	C2_spatial_two_task	Pick the akita black bowl on the cookies box and place it on the plate, and then turn on the stove.	2	Pick the akita black bowl on the cookies box and place it on the plate | Turn on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | turnon(flat_stove_1)	[85, null]	[true, false]	1	"{""00"": 0, ""10"": 85}"	3	3			../assets/composition/failure_videos/COMP_146/COMP_146_ep000_fail.mp4	../assets/composition/comparison_png/COMP_146__pick_the_akita_black_bowl_on_the_cookies_box_and_place_it_on_the_plate_and_then_turn_on_the_stove.png	87
COMP_147	C2_spatial_two_task	Pick the akita black bowl on the cookies box and place it on the plate, and then put the second black bowl on the stove.	2	Pick the akita black bowl on the cookies box and place it on the plate | Put the second black bowl on the stove	0	5	0.0	1	on(akita_black_bowl_1, plate_1) | on(akita_black_bowl_2, flat_stove_1_cook_region)	[81, null]	[true, false]	1	"{""00"": 0, ""10"": 81}"	4	4			../assets/composition/failure_videos/COMP_147/COMP_147_ep001_fail.mp4	../assets/composition/comparison_png/COMP_147__pick_the_akita_black_bowl_on_the_cookies_box_and_place_it_on_the_plate_and_then_put_the_second_black_bowl_on_the_stove.png	0
COMP_148	C2_spatial_two_task	Pick the akita black bowl on the cookies box and place it on the plate, and then put the cookies box on the stove.	2	Pick the akita black bowl on the cookies box and place it on the plate | Put the cookies box on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | on(cookies_1, flat_stove_1_cook_region)	[84, null]	[true, false]	1	"{""00"": 0, ""10"": 84}"	3	4			../assets/composition/failure_videos/COMP_148/COMP_148_ep000_fail.mp4	../assets/composition/comparison_png/COMP_148__pick_the_akita_black_bowl_on_the_cookies_box_and_place_it_on_the_plate_and_then_put_the_cookies_box_on_the_stove.png	0
COMP_149	C2_spatial_three_task	Pick the akita black bowl on the cookies box and place it on the plate, then open the middle drawer of the wooden cabinet, and finally turn on the stove.	3	Pick the akita black bowl on the cookies box and place it on the plate | Open the middle drawer of the wooden cabinet | Turn on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | turnon(flat_stove_1)	[84, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 84}"	4	4			../assets/composition/failure_videos/COMP_149/COMP_149_ep000_fail.mp4	../assets/composition/comparison_png/COMP_149__pick_the_akita_black_bowl_on_the_cookies_box_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_turn_on_the_stove.png	86
COMP_150	C2_spatial_three_task	Pick the akita black bowl on the cookies box and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on the stove.	3	Pick the akita black bowl on the cookies box and place it on the plate | Open the middle drawer of the wooden cabinet | Put the second black bowl on the stove	0	5	0.0	0	on(akita_black_bowl_1, plate_1) | open(wooden_cabinet_1_middle_region) | on(akita_black_bowl_2, flat_stove_1_cook_region)	[83, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 83}"	5	5			../assets/composition/failure_videos/COMP_150/COMP_150_ep000_fail.mp4	../assets/composition/comparison_png/COMP_150__pick_the_akita_black_bowl_on_the_cookies_box_and_place_it_on_the_plate_then_open_the_middle_drawer_of_the_wooden_cabinet_and_finally_put_the_second_black_bowl_on_the_stove.png	0
