task_id	family	instruction	source_suite	source_task	original_instruction	goal_atom	successes	episodes	success_rate_percent	success_videos
ANLGX_096	S4_spatial_source_object_binding	Pick up the butter in the top drawer of the wooden cabinet and place it on the plate.	libero_spatial	pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl in the top layer of the wooden cabinet and place it on the plate	on(butter_1, plate_1)	0	5	0.0	0
ANLGX_097	S4_spatial_source_object_binding	Pick up the chocolate pudding in the top drawer of the wooden cabinet and place it on the plate.	libero_spatial	pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl in the top layer of the wooden cabinet and place it on the plate	on(chocolate_pudding_1, plate_1)	0	5	0.0	0
ANLGX_098	S4_spatial_source_object_binding	Pick up the chocolate pudding on the ramekin and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl on the ramekin and place it on the plate	on(chocolate_pudding_1, plate_1)	0	5	0.0	0
ANLGX_099	S4_spatial_source_object_binding	Pick up the ramekin next to the cookies box and place it on the plate.	libero_spatial	pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl next to the cookies box and place it on the plate	on(glazed_rim_porcelain_ramekin_1, plate_1)	4	5	80.0	4
ANLGX_100	S4_spatial_source_object_binding	Pick up the wine bottle next to the cookies box and place it on the plate.	libero_spatial	pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl next to the cookies box and place it on the plate	on(wine_bottle_1, plate_1)	0	5	0.0	0
ANLGX_101	S4_spatial_source_object_binding	Pick up the butter next to the cookies box and place it on the plate.	libero_spatial	pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl next to the cookies box and place it on the plate	on(butter_1, plate_1)	2	5	40.0	2
ANLGX_102	S4_spatial_source_object_binding	Pick up the chocolate pudding next to the cookies box and place it on the plate.	libero_spatial	pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl next to the cookies box and place it on the plate	on(chocolate_pudding_1, plate_1)	1	5	20.0	1
ANLGX_103	S4_spatial_source_object_binding	Pick up the cookies box on the stove and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	on(cookies_1, plate_1)	1	5	20.0	1
ANLGX_104	S4_spatial_source_object_binding	Pick up the ramekin on the stove and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	on(glazed_rim_porcelain_ramekin_1, plate_1)	2	5	40.0	2
ANLGX_105	S4_spatial_source_object_binding	Pick up the wine bottle on the stove and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	on(wine_bottle_1, plate_1)	0	5	0.0	0
ANLGX_106	S4_spatial_source_object_binding	Pick up the butter on the stove and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	on(butter_1, plate_1)	0	5	0.0	0
ANLGX_107	S4_spatial_source_object_binding	Pick up the chocolate pudding on the stove and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	on(chocolate_pudding_1, plate_1)	2	5	40.0	2
ANLGX_108	S4_spatial_source_object_binding	Pick up the cookies box next to the plate and place it on the plate.	libero_spatial	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	on(cookies_1, plate_1)	0	5	0.0	0
ANLGX_109	S4_spatial_source_object_binding	Pick up the ramekin next to the plate and place it on the plate.	libero_spatial	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	on(glazed_rim_porcelain_ramekin_1, plate_1)	4	5	80.0	4
ANLGX_110	S4_spatial_source_object_binding	Pick up the wine bottle next to the plate and place it on the plate.	libero_spatial	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	on(wine_bottle_1, plate_1)	0	5	0.0	0
ANLGX_111	S4_spatial_source_object_binding	Pick up the butter next to the plate and place it on the plate.	libero_spatial	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	on(butter_1, plate_1)	0	5	0.0	0
ANLGX_112	S4_spatial_source_object_binding	Pick up the chocolate pudding next to the plate and place it on the plate.	libero_spatial	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	on(chocolate_pudding_1, plate_1)	0	5	0.0	0
ANLGX_113	S4_spatial_source_object_binding	Pick up the cookies box on top of the wooden cabinet and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	on(cookies_1, plate_1)	0	5	0.0	0
ANLGX_114	S4_spatial_source_object_binding	Pick up the ramekin on top of the wooden cabinet and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	on(glazed_rim_porcelain_ramekin_1, plate_1)	5	5	100.0	5
ANLGX_115	S4_spatial_source_object_binding	Pick up the wine bottle on top of the wooden cabinet and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	on(wine_bottle_1, plate_1)	0	5	0.0	0
ANLGX_116	S4_spatial_source_object_binding	Pick up the butter on top of the wooden cabinet and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	on(butter_1, plate_1)	0	5	0.0	0
ANLGX_117	S4_spatial_source_object_binding	Pick up the chocolate pudding on top of the wooden cabinet and place it on the plate.	libero_spatial	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	on(chocolate_pudding_1, plate_1)	1	5	20.0	1
ANLGX_118	S5_spatial_sibling_drawer_action	Open the top drawer of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	open(wooden_cabinet_1_top_region)	1	5	20.0	1
ANLGX_119	S5_spatial_sibling_drawer_action	Open the middle drawer of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	open(wooden_cabinet_1_middle_region)	0	5	0.0	0
ANLGX_120	S5_spatial_sibling_drawer_action	Open the bottom drawer of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	open(wooden_cabinet_1_bottom_region)	0	5	0.0	0
ANLGX_121	S5_spatial_sibling_drawer_action	Close the top drawer of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	close(wooden_cabinet_1_top_region)	0	5	0.0	0
ANLGX_122	S5_spatial_sibling_drawer_action	Close the middle drawer of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	close(wooden_cabinet_1_middle_region)	0	5	0.0	0
ANLGX_123	S5_spatial_sibling_drawer_action	Close the bottom drawer of the wooden cabinet.	libero_spatial	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	close(wooden_cabinet_1_bottom_region)	0	5	0.0	0
ANLGX_124	G1_goal_object_to_stove	Put the wine bottle on the stove.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(wine_bottle_1, flat_stove_1_cook_region)	4	5	80.0	4
ANLGX_125	G1_goal_object_to_stove	Put the butter on the stove.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(butter_1, flat_stove_1_cook_region)	0	5	0.0	0
ANLGX_126	G1_goal_object_to_stove	Put the chocolate pudding on the stove.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(chocolate_pudding_1, flat_stove_1_cook_region)	3	5	60.0	3
ANLGX_127	G1_goal_object_to_stove	Put the cream cheese on the stove.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(cream_cheese_1, flat_stove_1_cook_region)	3	5	60.0	3
ANLGX_128	G1_goal_object_to_stove	Put the plate on the stove.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(plate_1, flat_stove_1_cook_region)	0	5	0.0	0
ANLGX_129	G2_goal_object_to_rack	Put the black bowl on the wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(akita_black_bowl_1, wine_rack_1_top_region)	1	5	20.0	1
ANLGX_130	G2_goal_object_to_rack	Put the plate on the wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(plate_1, wine_rack_1_top_region)	0	5	0.0	0
ANLGX_131	G2_goal_object_to_rack	Put the butter on the wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(butter_1, wine_rack_1_top_region)	0	5	0.0	0
ANLGX_132	G2_goal_object_to_rack	Put the chocolate pudding on the wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(chocolate_pudding_1, wine_rack_1_top_region)	0	5	0.0	0
ANLGX_133	G2_goal_object_to_rack	Put the cream cheese on the wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(cream_cheese_1, wine_rack_1_top_region)	0	5	0.0	0
ANLGX_134	G3_goal_object_to_cabinet_top	Put the plate on the top of the wooden cabinet.	libero_goal	put_the_wine_bottle_on_top_of_the_cabinet	Put the wine bottle on the top of the drawer	on(plate_1, wooden_cabinet_1_top_side)	1	5	20.0	1
ANLGX_135	G3_goal_object_to_cabinet_top	Put the cream cheese on the top of the wooden cabinet.	libero_goal	put_the_wine_bottle_on_top_of_the_cabinet	Put the wine bottle on the top of the drawer	on(cream_cheese_1, wooden_cabinet_1_top_side)	2	5	40.0	2
ANLGX_136	G3_goal_object_to_cabinet_top	Put the butter on the top of the wooden cabinet.	libero_goal	put_the_wine_bottle_on_top_of_the_cabinet	Put the wine bottle on the top of the drawer	on(butter_1, wooden_cabinet_1_top_side)	4	5	80.0	4
ANLGX_137	G3_goal_object_to_cabinet_top	Put the chocolate pudding on the top of the wooden cabinet.	libero_goal	put_the_wine_bottle_on_top_of_the_cabinet	Put the wine bottle on the top of the drawer	on(chocolate_pudding_1, wooden_cabinet_1_top_side)	2	5	40.0	2
ANLGX_138	G4_goal_object_to_bowl	Put the butter on the black bowl.	libero_goal	put_the_cream_cheese_in_the_bowl	Put the cream cheese on the bowl	on(butter_1, akita_black_bowl_1)	5	5	100.0	5
ANLGX_139	G4_goal_object_to_bowl	Put the chocolate pudding on the black bowl.	libero_goal	put_the_cream_cheese_in_the_bowl	Put the cream cheese on the bowl	on(chocolate_pudding_1, akita_black_bowl_1)	5	5	100.0	5
ANLGX_140	G5_goal_object_to_plate	Put the wine bottle on the plate.	libero_goal	put_the_bowl_on_the_plate	Put the bowl on the plate	on(wine_bottle_1, plate_1)	2	5	40.0	2
ANLGX_141	G5_goal_object_to_plate	Put the cream cheese on the plate.	libero_goal	put_the_bowl_on_the_plate	Put the bowl on the plate	on(cream_cheese_1, plate_1)	1	5	20.0	1
ANLGX_142	G5_goal_object_to_plate	Put the butter on the plate.	libero_goal	put_the_bowl_on_the_plate	Put the bowl on the plate	on(butter_1, plate_1)	0	5	0.0	0
ANLGX_143	G5_goal_object_to_plate	Put the chocolate pudding on the plate.	libero_goal	put_the_bowl_on_the_plate	Put the bowl on the plate	on(chocolate_pudding_1, plate_1)	2	5	40.0	2
ANLGX_144	G6_goal_object_to_sibling_drawer	Put the wine bottle in the top drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(wine_bottle_1, wooden_cabinet_1_top_region)	0	5	0.0	0
ANLGX_145	G6_goal_object_to_sibling_drawer	Put the wine bottle in the middle drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(wine_bottle_1, wooden_cabinet_1_middle_region)	0	5	0.0	0
ANLGX_146	G6_goal_object_to_sibling_drawer	Put the wine bottle in the bottom drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(wine_bottle_1, wooden_cabinet_1_bottom_region)	0	5	0.0	0
ANLGX_147	G6_goal_object_to_sibling_drawer	Put the cream cheese in the top drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(cream_cheese_1, wooden_cabinet_1_top_region)	3	5	60.0	3
ANLGX_148	G6_goal_object_to_sibling_drawer	Put the cream cheese in the middle drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(cream_cheese_1, wooden_cabinet_1_middle_region)	2	5	40.0	2
ANLGX_149	G6_goal_object_to_sibling_drawer	Put the cream cheese in the bottom drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(cream_cheese_1, wooden_cabinet_1_bottom_region)	4	5	80.0	4
ANLGX_150	G6_goal_object_to_sibling_drawer	Put the butter in the top drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(butter_1, wooden_cabinet_1_top_region)	2	5	40.0	2
ANLGX_151	G6_goal_object_to_sibling_drawer	Put the butter in the middle drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(butter_1, wooden_cabinet_1_middle_region)	2	5	40.0	2
ANLGX_152	G6_goal_object_to_sibling_drawer	Put the butter in the bottom drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(butter_1, wooden_cabinet_1_bottom_region)	3	5	60.0	3
ANLGX_153	G6_goal_object_to_sibling_drawer	Put the chocolate pudding in the top drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(chocolate_pudding_1, wooden_cabinet_1_top_region)	2	5	40.0	2
ANLGX_154	G6_goal_object_to_sibling_drawer	Put the chocolate pudding in the middle drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(chocolate_pudding_1, wooden_cabinet_1_middle_region)	1	5	20.0	1
ANLGX_155	G6_goal_object_to_sibling_drawer	Put the chocolate pudding in the bottom drawer of the wooden cabinet.	libero_goal	open_the_top_drawer_and_put_the_bowl_inside	Open the top layer of the drawer and put the bowl inside	in(chocolate_pudding_1, wooden_cabinet_1_bottom_region)	3	5	60.0	3
ANLGX_156	G7_goal_push_object_binding	Push the black bowl to the front of the stove.	libero_goal	push_the_plate_to_the_front_of_the_stove	Push the plate to the front of the stove	on(akita_black_bowl_1, main_table_stove_front_region)	0	5	0.0	0
ANLGX_157	G8_goal_object_to_forward_stove	Put the wine bottle on the forward-relocated stove.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(wine_bottle_1, flat_stove_1_cook_region)	1	5	20.0	1
ANLGX_158	G8_goal_object_to_forward_stove	Put the butter on the forward-relocated stove.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(butter_1, flat_stove_1_cook_region)	0	5	0.0	0
ANLGX_159	G8_goal_object_to_forward_stove	Put the chocolate pudding on the forward-relocated stove.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(chocolate_pudding_1, flat_stove_1_cook_region)	2	5	40.0	2
ANLGX_160	G8_goal_object_to_forward_stove	Put the cream cheese on the forward-relocated stove.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(cream_cheese_1, flat_stove_1_cook_region)	0	5	0.0	0
ANLGX_161	G8_goal_object_to_forward_stove	Put the plate on the forward-relocated stove.	libero_goal	put_the_bowl_on_the_stove	Put the bowl on the stove	on(plate_1, flat_stove_1_cook_region)	0	5	0.0	0
ANLGX_162	G8_goal_object_to_forward_stove	Push the black bowl to the front of the forward-relocated stove.	libero_goal	push_the_plate_to_the_front_of_the_stove	Push the plate to the front of the stove	on(akita_black_bowl_1, main_table_stove_front_region)	0	5	0.0	0
ANLGX_163	G9_goal_object_to_mirrored_rack	Put the wine bottle on the right-side wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(wine_bottle_1, wine_rack_1_top_region)	0	5	0.0	0
ANLGX_164	G9_goal_object_to_mirrored_rack	Put the black bowl on the right-side wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(akita_black_bowl_1, wine_rack_1_top_region)	0	5	0.0	0
ANLGX_165	G9_goal_object_to_mirrored_rack	Put the plate on the right-side wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(plate_1, wine_rack_1_top_region)	0	5	0.0	0
ANLGX_166	G9_goal_object_to_mirrored_rack	Put the butter on the right-side wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(butter_1, wine_rack_1_top_region)	0	5	0.0	0
ANLGX_167	G9_goal_object_to_mirrored_rack	Put the chocolate pudding on the right-side wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(chocolate_pudding_1, wine_rack_1_top_region)	0	5	0.0	0
ANLGX_168	G9_goal_object_to_mirrored_rack	Put the cream cheese on the right-side wine rack.	libero_goal	put_the_wine_bottle_on_the_rack	Put the wine bottle on the rack	on(cream_cheese_1, wine_rack_1_top_region)	0	5	0.0	0
ANLGX_169	G10_goal_sibling_drawer_close	Close the top drawer of the wooden cabinet.	libero_goal	open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	close(wooden_cabinet_1_top_region)	3	5	60.0	3
ANLGX_170	G10_goal_sibling_drawer_close	Close the middle drawer of the wooden cabinet.	libero_goal	open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	close(wooden_cabinet_1_middle_region)	5	5	100.0	5
ANLGX_171	G10_goal_sibling_drawer_close	Close the bottom drawer of the wooden cabinet.	libero_goal	open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	close(wooden_cabinet_1_bottom_region)	1	5	20.0	1
ANLGX_172	L1_libero10_white_cabinet_object_slot	Put the wine bottle in the top drawer of the white cabinet.	libero_10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(wine_bottle_1, white_cabinet_1_top_region)	0	5	0.0	0
ANLGX_173	L1_libero10_white_cabinet_object_slot	Put the wine bottle in the middle drawer of the white cabinet.	libero_10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(wine_bottle_1, white_cabinet_1_middle_region)	0	5	0.0	0
ANLGX_174	L1_libero10_white_cabinet_object_slot	Put the wine bottle in the bottom drawer of the white cabinet.	libero_10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(wine_bottle_1, white_cabinet_1_bottom_region)	1	5	20.0	1
ANLGX_175	L2_libero10_white_cabinet_atomic_close	Close the bottom drawer of the white cabinet.	libero_10	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	close(white_cabinet_1_bottom_region)	2	5	40.0	2
ANLGX_176	L3_libero10_caddy_object_compartment	Put the yellow and white mug in the back compartment of the caddy.	libero_10	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(white_yellow_mug_1, desk_caddy_1_back_contain_region)	2	5	40.0	2
ANLGX_177	L3_libero10_caddy_object_compartment	Put the yellow and white mug in the front compartment of the caddy.	libero_10	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(white_yellow_mug_1, desk_caddy_1_front_contain_region)	0	5	0.0	0
ANLGX_178	L3_libero10_caddy_object_compartment	Put the yellow and white mug in the left compartment of the caddy.	libero_10	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(white_yellow_mug_1, desk_caddy_1_left_contain_region)	3	5	60.0	3
ANLGX_179	L3_libero10_caddy_object_compartment	Put the yellow and white mug in the right compartment of the caddy.	libero_10	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(white_yellow_mug_1, desk_caddy_1_right_contain_region)	0	5	0.0	0
ANLGX_180	L4_libero10_frypan_stove_binding	Put the frypan on the stove at the original Scene-3 position.	libero_10	KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it	turn on the stove and put the moka pot on it	on(chefmate_8_frypan_1, flat_stove_1_cook_region)	0	5	0.0	0
ANLGX_181	L4_libero10_frypan_stove_binding	Put the frypan on the stove at the Goal donor position.	libero_10	KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it	turn on the stove and put the moka pot on it	on(chefmate_8_frypan_1, flat_stove_1_cook_region)	0	5	0.0	0
ANLGX_182	L4_libero10_frypan_stove_binding	Put the frypan on the stove at the Spatial donor position.	libero_10	KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it	turn on the stove and put the moka pot on it	on(chefmate_8_frypan_1, flat_stove_1_cook_region)	0	5	0.0	0
ANLGX_183	L5_libero10_microwave_object_pose	Put the white mug in the microwave at the original Scene-6 position.	libero_10	KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(porcelain_mug_1, microwave_1_heating_region)	3	5	60.0	3
ANLGX_184	L5_libero10_microwave_object_pose	Put the white mug in the microwave at the Scene-3 donor position.	libero_10	KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(porcelain_mug_1, microwave_1_heating_region)	0	5	0.0	0
ANLGX_185	L5_libero10_microwave_object_pose	Put the white mug in the microwave at the Scene-8 donor position.	libero_10	KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(porcelain_mug_1, microwave_1_heating_region)	0	5	0.0	0
