task_id	family	instruction	source_suite	source_task	original_instruction	goal_atom	evidence_notes	gpu	successes	episodes	success_rate_percent	success_videos
COMP_129	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then put the second black bowl on top of the wooden cabinet, and finally put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate;put_the_bowl_on_top_of_the_cabinet;put_the_bowl_on_the_stove	Pick the akita black bowl next to the plate and place it on the plate | Put the bowl on the top of the drawer | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(akita_black_bowl_2, wooden_cabinet_1_top_side); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 05; extensions=C+K. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	2	0	5	0.0	0
COMP_130	C2_spatial_three_task	Pick the akita black bowl next to the plate and place it on the plate, then put the second black bowl on the stove, and finally put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate;put_the_bowl_on_the_stove	Pick the akita black bowl next to the plate and place it on the plate | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(akita_black_bowl_2, flat_stove_1_cook_region); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 05; extensions=S+K. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	3	0	5	0.0	0
COMP_131	C2_spatial_two_task	Pick the akita black bowl next to the ramekin and place it on the plate, and then open the middle drawer of the wooden cabinet.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet	Pick the akita black bowl next to the ramekin and place it on the plate | Open the middle layer of the drawer	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region)	Spatial scene 06; extension=O. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here.	2	0	5	0.0	0
COMP_132	C2_spatial_two_task	Pick the akita black bowl next to the ramekin and place it on the plate, and then turn on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;turn_on_the_stove	Pick the akita black bowl next to the ramekin and place it on the plate | Turn on the stove	on(akita_black_bowl_1, plate_1); turnon(flat_stove_1)	Spatial scene 06; extension=T. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact original LIBERO-Spatial task in its original physical scene. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose.	3	0	5	0.0	0
COMP_133	C2_spatial_two_task	Pick the akita black bowl next to the ramekin and place it on the plate, and then put the second black bowl on top of the wooden cabinet.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;put_the_bowl_on_top_of_the_cabinet	Pick the akita black bowl next to the ramekin and place it on the plate | Put the bowl on the top of the drawer	on(akita_black_bowl_1, plate_1); on(akita_black_bowl_2, wooden_cabinet_1_top_side)	Spatial scene 06; extension=C. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl.	2	0	5	0.0	0
COMP_134	C2_spatial_two_task	Pick the akita black bowl next to the ramekin and place it on the plate, and then put the second black bowl on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;put_the_bowl_on_the_stove	Pick the akita black bowl next to the ramekin and place it on the plate | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(akita_black_bowl_2, flat_stove_1_cook_region)	Spatial scene 06; extension=S. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl.	3	0	5	0.0	0
COMP_135	C2_spatial_two_task	Pick the akita black bowl next to the ramekin and place it on the plate, and then put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;put_the_bowl_on_the_stove	Pick the akita black bowl next to the ramekin and place it on the plate | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 06; extension=K. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	2	0	5	0.0	0
COMP_136	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally turn on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet;turn_on_the_stove	Pick the akita black bowl next to the ramekin and place it on the plate | Open the middle layer of the drawer | Turn on the stove	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); turnon(flat_stove_1)	Spatial scene 06; extensions=O+T. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose.	3	0	5	0.0	0
COMP_137	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on top of the wooden cabinet.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet;put_the_bowl_on_top_of_the_cabinet	Pick the akita black bowl next to the ramekin and place it on the plate | Open the middle layer of the drawer | Put the bowl on the top of the drawer	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); on(akita_black_bowl_2, wooden_cabinet_1_top_side)	Spatial scene 06; extensions=O+C. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl.	2	0	5	0.0	0
COMP_138	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet;put_the_bowl_on_the_stove	Pick the akita black bowl next to the ramekin and place it on the plate | Open the middle layer of the drawer | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); on(akita_black_bowl_2, flat_stove_1_cook_region)	Spatial scene 06; extensions=O+S. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl.	3	0	5	0.0	0
COMP_139	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet;put_the_bowl_on_the_stove	Pick the akita black bowl next to the ramekin and place it on the plate | Open the middle layer of the drawer | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 06; extensions=O+K. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	2	0	5	0.0	0
COMP_140	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then turn on the stove, and finally put the second black bowl on top of the wooden cabinet.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;turn_on_the_stove;put_the_bowl_on_top_of_the_cabinet	Pick the akita black bowl next to the ramekin and place it on the plate | Turn on the stove | Put the bowl on the top of the drawer	on(akita_black_bowl_1, plate_1); turnon(flat_stove_1); on(akita_black_bowl_2, wooden_cabinet_1_top_side)	Spatial scene 06; extensions=T+C. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl.	3	0	5	0.0	0
COMP_141	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then turn on the stove, and finally put the second black bowl on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;turn_on_the_stove;put_the_bowl_on_the_stove	Pick the akita black bowl next to the ramekin and place it on the plate | Turn on the stove | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); turnon(flat_stove_1); on(akita_black_bowl_2, flat_stove_1_cook_region)	Spatial scene 06; extensions=T+S. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl.	2	0	5	0.0	0
COMP_142	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then turn on the stove, and finally put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;turn_on_the_stove;put_the_bowl_on_the_stove	Pick the akita black bowl next to the ramekin and place it on the plate | Turn on the stove | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); turnon(flat_stove_1); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 06; extensions=T+K. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	3	0	5	0.0	0
COMP_143	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then put the second black bowl on top of the wooden cabinet, and finally put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;put_the_bowl_on_top_of_the_cabinet;put_the_bowl_on_the_stove	Pick the akita black bowl next to the ramekin and place it on the plate | Put the bowl on the top of the drawer | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(akita_black_bowl_2, wooden_cabinet_1_top_side); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 06; extensions=C+K. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	2	0	5	0.0	0
COMP_144	C2_spatial_three_task	Pick the akita black bowl next to the ramekin and place it on the plate, then put the second black bowl on the stove, and finally put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate;put_the_bowl_on_the_stove	Pick the akita black bowl next to the ramekin and place it on the plate | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(akita_black_bowl_2, flat_stove_1_cook_region); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 06; extensions=S+K. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	3	0	5	0.0	0
COMP_145	C2_spatial_two_task	Pick the akita black bowl on the cookies box and place it on the plate, and then open the middle drawer of the wooden cabinet.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet	Pick the akita black bowl on the cookies box and place it on the plate | Open the middle layer of the drawer	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region)	Spatial scene 07; extension=O. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here.	2	0	5	0.0	0
COMP_146	C2_spatial_two_task	Pick the akita black bowl on the cookies box and place it on the plate, and then turn on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate;turn_on_the_stove	Pick the akita black bowl on the cookies box and place it on the plate | Turn on the stove	on(akita_black_bowl_1, plate_1); turnon(flat_stove_1)	Spatial scene 07; extension=T. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact original LIBERO-Spatial task in its original physical scene. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose.	3	0	5	0.0	0
COMP_147	C2_spatial_two_task	Pick the akita black bowl on the cookies box and place it on the plate, and then put the second black bowl on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate;put_the_bowl_on_the_stove	Pick the akita black bowl on the cookies box and place it on the plate | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(akita_black_bowl_2, flat_stove_1_cook_region)	Spatial scene 07; extension=S. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl.	2	0	5	0.0	0
COMP_148	C2_spatial_two_task	Pick the akita black bowl on the cookies box and place it on the plate, and then put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate;put_the_bowl_on_the_stove	Pick the akita black bowl on the cookies box and place it on the plate | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 07; extension=K. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	3	0	5	0.0	0
COMP_149	C2_spatial_three_task	Pick the akita black bowl on the cookies box and place it on the plate, then open the middle drawer of the wooden cabinet, and finally turn on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet;turn_on_the_stove	Pick the akita black bowl on the cookies box and place it on the plate | Open the middle layer of the drawer | Turn on the stove	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); turnon(flat_stove_1)	Spatial scene 07; extensions=O+T. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose.	2	0	5	0.0	0
COMP_150	C2_spatial_three_task	Pick the akita black bowl on the cookies box and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet;put_the_bowl_on_the_stove	Pick the akita black bowl on the cookies box and place it on the plate | Open the middle layer of the drawer | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); on(akita_black_bowl_2, flat_stove_1_cook_region)	Spatial scene 07; extensions=O+S. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl.	3	0	5	0.0	0
COMP_151	C2_spatial_three_task	Pick the akita black bowl on the cookies box and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet;put_the_bowl_on_the_stove	Pick the akita black bowl on the cookies box and place it on the plate | Open the middle layer of the drawer | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 07; extensions=O+K. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	2	0	5	0.0	0
COMP_152	C2_spatial_three_task	Pick the akita black bowl on the cookies box and place it on the plate, then turn on the stove, and finally put the second black bowl on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate;turn_on_the_stove;put_the_bowl_on_the_stove	Pick the akita black bowl on the cookies box and place it on the plate | Turn on the stove | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); turnon(flat_stove_1); on(akita_black_bowl_2, flat_stove_1_cook_region)	Spatial scene 07; extensions=T+S. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl.	3	0	5	0.0	0
COMP_153	C2_spatial_three_task	Pick the akita black bowl on the cookies box and place it on the plate, then turn on the stove, and finally put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate;turn_on_the_stove;put_the_bowl_on_the_stove	Pick the akita black bowl on the cookies box and place it on the plate | Turn on the stove | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); turnon(flat_stove_1); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 07; extensions=T+K. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	2	0	5	0.0	0
COMP_154	C2_spatial_three_task	Pick the akita black bowl on the cookies box and place it on the plate, then put the second black bowl on the stove, and finally put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate;put_the_bowl_on_the_stove	Pick the akita black bowl on the cookies box and place it on the plate | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(akita_black_bowl_2, flat_stove_1_cook_region); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 07; extensions=S+K. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	3	0	5	0.0	0
COMP_155	C2_spatial_two_task	Pick the akita black bowl on the ramekin and place it on the plate, and then open the middle drawer of the wooden cabinet.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet	Pick the akita black bowl on the ramekin and place it on the plate | Open the middle layer of the drawer	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region)	Spatial scene 08; extension=O. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here.	2	0	5	0.0	0
COMP_156	C2_spatial_two_task	Pick the akita black bowl on the ramekin and place it on the plate, and then turn on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate;turn_on_the_stove	Pick the akita black bowl on the ramekin and place it on the plate | Turn on the stove	on(akita_black_bowl_1, plate_1); turnon(flat_stove_1)	Spatial scene 08; extension=T. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact original LIBERO-Spatial task in its original physical scene. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose.	3	0	5	0.0	0
COMP_157	C2_spatial_two_task	Pick the akita black bowl on the ramekin and place it on the plate, and then put the second black bowl on top of the wooden cabinet.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate;put_the_bowl_on_top_of_the_cabinet	Pick the akita black bowl on the ramekin and place it on the plate | Put the bowl on the top of the drawer	on(akita_black_bowl_1, plate_1); on(akita_black_bowl_2, wooden_cabinet_1_top_side)	Spatial scene 08; extension=C. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl.	2	0	5	0.0	0
COMP_158	C2_spatial_two_task	Pick the akita black bowl on the ramekin and place it on the plate, and then put the second black bowl on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate;put_the_bowl_on_the_stove	Pick the akita black bowl on the ramekin and place it on the plate | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(akita_black_bowl_2, flat_stove_1_cook_region)	Spatial scene 08; extension=S. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl.	3	0	5	0.0	0
COMP_159	C2_spatial_two_task	Pick the akita black bowl on the ramekin and place it on the plate, and then put the cookies box on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate;put_the_bowl_on_the_stove	Pick the akita black bowl on the ramekin and place it on the plate | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); on(cookies_1, flat_stove_1_cook_region)	Spatial scene 08; extension=K. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory. | Exact original LIBERO-Spatial task in its original physical scene. | Requested object-binding transfer: cookies is present in Spatial but has no direct LIBERO-40 grasp trajectory.	2	0	5	0.0	0
COMP_160	C2_spatial_three_task	Pick the akita black bowl on the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally turn on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet;turn_on_the_stove	Pick the akita black bowl on the ramekin and place it on the plate | Open the middle layer of the drawer | Turn on the stove	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); turnon(flat_stove_1)	Spatial scene 08; extensions=O+T. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact learned stove-toggle primitive transferred to an official Spatial stove pose.	3	0	5	0.0	0
COMP_161	C2_spatial_three_task	Pick the akita black bowl on the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on top of the wooden cabinet.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet;put_the_bowl_on_top_of_the_cabinet	Pick the akita black bowl on the ramekin and place it on the plate | Open the middle layer of the drawer | Put the bowl on the top of the drawer	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); on(akita_black_bowl_2, wooden_cabinet_1_top_side)	Spatial scene 08; extensions=O+C. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact-instance transfer of the learned bowl-to-cabinet relation to the second bowl.	2	0	5	0.0	0
COMP_162	C2_spatial_three_task	Pick the akita black bowl on the ramekin and place it on the plate, then open the middle drawer of the wooden cabinet, and finally put the second black bowl on the stove.	libero_spatial;libero_goal	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate;open_the_middle_drawer_of_the_cabinet;put_the_bowl_on_the_stove	Pick the akita black bowl on the ramekin and place it on the plate | Open the middle layer of the drawer | Put the bowl on the stove	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); on(akita_black_bowl_2, flat_stove_1_cook_region)	Spatial scene 08; extensions=O+S. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl. | Exact original LIBERO-Spatial task in its original physical scene. | Drawer-opening primitive is learned in LIBERO-Goal; the same wooden-cabinet type is present here. | Exact-instance transfer of the learned bowl-to-stove relation to the second bowl.	3	0	5	0.0	0
