task_id	family	instruction	source_suite	source_task_id	source_task	original_instruction	goal_atom	evidence_notes	gpu	successes	episodes	success_rate_percent	success_videos	failure_videos	failure_episode_idx	comparison_png	comparison_sha256	result_dir	skill_sources	scene_sources	all_sources	transfer_summary	success_episode_ids	original_trial_outcomes
NAF_037	F07_two_layer_shelf_roof	Put the plate on top of the two-layer wooden shelf.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	on(plate_1, wooden_two_layer_shelf_1_feedback_roof_region)	Transfer plate placement to a real wooden_two_layer_shelf at a learned original40 target position.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_037__comparison.png	6961a82edb764ceece4a153178e87fa9712eae10403e85f895b97b9eac9f28d8		LIBERO_GOAL_05,LIBERO_GOAL_06	LIBERO_10_06	LIBERO_10_06,LIBERO_GOAL_05,LIBERO_GOAL_06	Transfer plate placement to a real wooden_two_layer_shelf at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_038	F07_two_layer_shelf_roof	Put the wine bottle on top of the two-layer wooden shelf.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	on(wine_bottle_1, wooden_two_layer_shelf_1_feedback_roof_region)	Transfer wine bottle placement to a real wooden_two_layer_shelf at a learned original40 target position.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_038__comparison.png	4a1cac608ee1164cba97adb450f0ef469fa9fe8f7eebe1ea096158ad05212f3b		LIBERO_GOAL_05,LIBERO_GOAL_03	LIBERO_10_06	LIBERO_10_06,LIBERO_GOAL_05,LIBERO_GOAL_03	Transfer wine bottle placement to a real wooden_two_layer_shelf at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_039	F07_two_layer_shelf_roof	Put the black bowl on top of the two-layer wooden shelf.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	on(akita_black_bowl_1, wooden_two_layer_shelf_1_feedback_roof_region)	Transfer black bowl placement to a real wooden_two_layer_shelf at a learned original40 target position.	5	2	5	40.0	2	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_039__comparison.png	d6dc62ed6b22d4a54907b03ce7675464d3ec39fb7165bb199cc59d6ac4171337		LIBERO_GOAL_05	LIBERO_10_06	LIBERO_10_06,LIBERO_GOAL_05	Transfer black bowl placement to a real wooden_two_layer_shelf at a learned original40 target position.	1,3	ep0: failure · ep1: success · ep2: failure · ep3: success · ep4: failure
NAF_040	F07_two_layer_shelf_roof	Put the milk on top of the two-layer wooden shelf.	libero_goal		put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(milk_1, wooden_two_layer_shelf_1_feedback_roof_region)	Transfer milk placement to a real wooden_two_layer_shelf at a learned original40 target position.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_040__comparison.png	0f4034f53f7edaea7d79be49f980fc498d3fcd7f030493da0d20e68103916ec1		LIBERO_GOAL_05,LIBERO_OBJECT_08	LIBERO_GOAL_05	LIBERO_GOAL_05,LIBERO_OBJECT_08	Transfer milk placement to a real wooden_two_layer_shelf at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_041	F07_two_layer_shelf_roof	Put the popcorn on top of the two-layer wooden shelf.	libero_goal		put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(popcorn_1, wooden_two_layer_shelf_1_feedback_roof_region)	Transfer popcorn placement to a real wooden_two_layer_shelf at a learned original40 target position.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_041__comparison.png	79f9acc0f5a94d01e7ba696c05b3ea8a7a05015a6850ede106baacfd81cdb108		LIBERO_GOAL_05,LIBERO_OBJECT_09	LIBERO_GOAL_05	LIBERO_GOAL_05,LIBERO_OBJECT_09	Transfer popcorn placement to a real wooden_two_layer_shelf at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_042	F07_two_layer_shelf_roof	Put the cream cheese on top of the two-layer wooden shelf.	libero_goal		put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(cream_cheese_1, wooden_two_layer_shelf_1_feedback_roof_region)	Transfer cream cheese placement to a real wooden_two_layer_shelf at a learned original40 target position.	6	5	5	100.0	5	0		../assets/novel_adapt_feedback/comparison_png/NAF_042__comparison.png	7ed7f84cc69a2ed8402dc46ea3fb81872f3a7469d458bed077465c7b9bd0f673		LIBERO_GOAL_05,LIBERO_OBJECT_02	LIBERO_GOAL_05	LIBERO_GOAL_05,LIBERO_OBJECT_02	Transfer cream cheese placement to a real wooden_two_layer_shelf at a learned original40 target position.	0,1,2,3,4	ep0: success · ep1: success · ep2: success · ep3: success · ep4: success
NAF_043	F07_two_layer_shelf_roof	Put the white mug on top of the two-layer wooden shelf.	libero_goal		put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(porcelain_mug_1, wooden_two_layer_shelf_1_feedback_roof_region)	Transfer white mug placement to a real wooden_two_layer_shelf at a learned original40 target position.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_043__comparison.png	357e5f6166ac99d25ae0b4439b3b7dd93791a71c135fba764181bd7c01a92330		LIBERO_GOAL_05,LIBERO_10_05	LIBERO_GOAL_05	LIBERO_GOAL_05,LIBERO_10_05	Transfer white mug placement to a real wooden_two_layer_shelf at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_044	F07_two_layer_shelf_roof	Put the yellow and white mug on top of the two-layer wooden shelf.	libero_goal		put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(white_yellow_mug_1, wooden_two_layer_shelf_1_feedback_roof_region)	Transfer yellow and white mug placement to a real wooden_two_layer_shelf at a learned original40 target position.	6	1	5	20.0	1	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_044__comparison.png	5ab983d5f759926e9d9c9bbab8864b60f3e995e30fed5734e9c91b9a735f831b		LIBERO_GOAL_05,LIBERO_10_05	LIBERO_GOAL_05	LIBERO_GOAL_05,LIBERO_10_05	Transfer yellow and white mug placement to a real wooden_two_layer_shelf at a learned original40 target position.	3	ep0: failure · ep1: failure · ep2: failure · ep3: success · ep4: failure
NAF_045	F08_short_cabinet_open_close	Open the top drawer of the short cabinet.	libero_goal		open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	open(short_cabinet_1_top_region)	Transfer one open action to the exact top short-cabinet drawer at a learned cabinet pose.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_045__comparison.png	f970c5370b216d8dfee6121b4e2d7df907f0e7c78c3da84bef8291541f5b7074		LIBERO_GOAL_01	LIBERO_GOAL_01	LIBERO_GOAL_01	Transfer one open action to the exact top short-cabinet drawer at a learned cabinet pose.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_046	F08_short_cabinet_open_close	Open the middle drawer of the short cabinet.	libero_goal		open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	open(short_cabinet_1_middle_region)	Transfer one open action to the exact middle short-cabinet drawer at a learned cabinet pose.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_046__comparison.png	92c2c2273d88725fbcf8d287649b0ba78c9c26feda2e03db10cfec72a457348c		LIBERO_GOAL_01	LIBERO_GOAL_01	LIBERO_GOAL_01	Transfer one open action to the exact middle short-cabinet drawer at a learned cabinet pose.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_047	F08_short_cabinet_open_close	Open the bottom drawer of the short cabinet.	libero_goal		open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	open(short_cabinet_1_bottom_region)	Transfer one open action to the exact bottom short-cabinet drawer at a learned cabinet pose.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_047__comparison.png	159220f7ff252ec9a755e8fc42aae9c31008c53161a9e83299ea611ed7a51162		LIBERO_GOAL_01	LIBERO_GOAL_01	LIBERO_GOAL_01	Transfer one open action to the exact bottom short-cabinet drawer at a learned cabinet pose.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_048	F08_short_cabinet_open_close	Close the top drawer of the short cabinet.	libero_goal		open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	close(short_cabinet_1_top_region)	Transfer one close action to the exact top short-cabinet drawer at a learned cabinet pose.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_048__comparison.png	2e9f085810e3dd3061bd0790b356e0543b0cbfd8c927ed934ca14fc1bb2b899c		LIBERO_10_04	LIBERO_GOAL_01	LIBERO_GOAL_01,LIBERO_10_04	Transfer one close action to the exact top short-cabinet drawer at a learned cabinet pose.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_049	F08_short_cabinet_open_close	Close the middle drawer of the short cabinet.	libero_goal		open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	close(short_cabinet_1_middle_region)	Transfer one close action to the exact middle short-cabinet drawer at a learned cabinet pose.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_049__comparison.png	ebcb5d481810b0cbdfe3f684dcc332985c141570df261428a26f16b12b17d6f1		LIBERO_10_04	LIBERO_GOAL_01	LIBERO_GOAL_01,LIBERO_10_04	Transfer one close action to the exact middle short-cabinet drawer at a learned cabinet pose.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_050	F08_short_cabinet_open_close	Close the bottom drawer of the short cabinet.	libero_goal		open_the_middle_drawer_of_the_cabinet	Open the middle layer of the drawer	close(short_cabinet_1_bottom_region)	Transfer one close action to the exact bottom short-cabinet drawer at a learned cabinet pose.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_050__comparison.png	493294a110c7a92b4724e416b94b6f705c9cc48191dab9e2d72d9fcee4ca175e		LIBERO_10_04	LIBERO_GOAL_01	LIBERO_GOAL_01,LIBERO_10_04	Transfer one close action to the exact bottom short-cabinet drawer at a learned cabinet pose.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_051	F08_short_cabinet_open_close	Open the top drawer of the short cabinet.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	open(short_cabinet_1_top_region)	Transfer one open action to the exact top short-cabinet drawer at a learned cabinet pose.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_051__comparison.png	5c9c24fa498f7ba24cb43051ae76aeefc6cd48bba7854c009948cd85ffd796d4		LIBERO_GOAL_01	LIBERO_10_04	LIBERO_10_04,LIBERO_GOAL_01	Transfer one open action to the exact top short-cabinet drawer at a learned cabinet pose.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_052	F08_short_cabinet_open_close	Open the middle drawer of the short cabinet.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	open(short_cabinet_1_middle_region)	Transfer one open action to the exact middle short-cabinet drawer at a learned cabinet pose.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_052__comparison.png	88e1e814397ccebe000422c8f268f0d1cfd109cfae68094c95542b49112ecfee		LIBERO_GOAL_01	LIBERO_10_04	LIBERO_10_04,LIBERO_GOAL_01	Transfer one open action to the exact middle short-cabinet drawer at a learned cabinet pose.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_053	F08_short_cabinet_open_close	Open the bottom drawer of the short cabinet.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	open(short_cabinet_1_bottom_region)	Transfer one open action to the exact bottom short-cabinet drawer at a learned cabinet pose.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_053__comparison.png	fc45dcb1f57843014c638fb11a770c6e12ab567135ac27f91a12c823943da8da		LIBERO_GOAL_01	LIBERO_10_04	LIBERO_10_04,LIBERO_GOAL_01	Transfer one open action to the exact bottom short-cabinet drawer at a learned cabinet pose.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_054	F08_short_cabinet_open_close	Close the top drawer of the short cabinet.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	close(short_cabinet_1_top_region)	Transfer one close action to the exact top short-cabinet drawer at a learned cabinet pose.	6	1	5	20.0	1	1	1	../assets/novel_adapt_feedback/comparison_png/NAF_054__comparison.png	2ca9d7bc4aa922281200c95cc3024d7d64fb0f2c52efff8689cdc4a97e376fd1		LIBERO_10_04	LIBERO_10_04	LIBERO_10_04	Transfer one close action to the exact top short-cabinet drawer at a learned cabinet pose.	0	ep0: success · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_055	F08_short_cabinet_open_close	Close the middle drawer of the short cabinet.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	close(short_cabinet_1_middle_region)	Transfer one close action to the exact middle short-cabinet drawer at a learned cabinet pose.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_055__comparison.png	7d1221e515d8df284c544f8a25ce2d8e91abc8b730bc582236b733a73f5c9267		LIBERO_10_04	LIBERO_10_04	LIBERO_10_04	Transfer one close action to the exact middle short-cabinet drawer at a learned cabinet pose.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_056	F08_short_cabinet_open_close	Close the bottom drawer of the short cabinet.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	close(short_cabinet_1_bottom_region)	Transfer one close action to the exact bottom short-cabinet drawer at a learned cabinet pose.	6	2	5	40.0	2	1	1	../assets/novel_adapt_feedback/comparison_png/NAF_056__comparison.png	68ea64f2f270e292255cac789c1bd73ef83177f70433e4b454fbbef41743a931		LIBERO_10_04	LIBERO_10_04	LIBERO_10_04	Transfer one close action to the exact bottom short-cabinet drawer at a learned cabinet pose.	0,2	ep0: success · ep1: failure · ep2: success · ep3: failure · ep4: failure
